country	year	pop
Lao PDR	1952	1957268
Lao PDR	1953	1995462
Lao PDR	1954	2035370
Lao PDR	1955	2077063
Lao PDR	1956	2120616
Lao PDR	1957	2166114
Lao PDR	1958	2213026
Lao PDR	1959	2260773
Lao PDR	1960	2309365
Lao PDR	1961	2358813
Lao PDR	1962	2409128
Lao PDR	1963	2460321
Lao PDR	1964	2512401
Lao PDR	1965	2565380
Lao PDR	1966	2619267
Lao PDR	1967	2674073
Lao PDR	1968	2729886
Lao PDR	1969	2786805
Lao PDR	1970	2844851
Lao PDR	1971	2904042
Lao PDR	1972	2964403
Lao PDR	1973	3026848
Lao PDR	1974	3092373
Lao PDR	1975	3161118
Lao PDR	1976	3175524
Lao PDR	1977	3208346
Lao PDR	1978	3247736
Lao PDR	1979	3268021
Lao PDR	1980	3293159
Lao PDR	1981	3336978
Lao PDR	1982	3411156
Lao PDR	1983	3494963
Lao PDR	1984	3576706
Lao PDR	1985	3657169
Lao PDR	1986	3761769
Lao PDR	1987	3869313
Lao PDR	1988	3979884
Lao PDR	1989	4093568
Lao PDR	1990	4210452
Lao PDR	1991	4330626
Lao PDR	1992	4454183
Lao PDR	1993	4581218
Lao PDR	1994	4711829
Lao PDR	1995	4846116
Lao PDR	1996	4971042
Lao PDR	1997	5098612
Lao PDR	1998	5228908
Lao PDR	1999	5361949
Lao PDR	2000	5497733
Lao PDR	2001	5636273
Lao PDR	2002	5777564
Lao PDR	2003	5921545
Lao PDR	2004	6068117
Lao PDR	2005	6217141
Lao PDR	2006	6368481
Lao PDR	2007	6521998
Lao PDR	2008	6677534
Latvia	1950	1936498
Latvia	1951	1950888
Latvia	1952	1964319
Latvia	1953	1976212
Latvia	1954	1990651
Latvia	1955	2002111
Latvia	1956	2026333
Latvia	1957	2055709
Latvia	1958	2072119
Latvia	1959	2088934
Latvia	1960	2115183
Latvia	1961	2145744
Latvia	1962	2172829
Latvia	1963	2199396
Latvia	1964	2227495
Latvia	1965	2253604
Latvia	1966	2278721
Latvia	1967	2301371
Latvia	1968	2322031
Latvia	1969	2341871
Latvia	1970	2361159
Latvia	1971	2381641
Latvia	1972	2401244
Latvia	1973	2421355
Latvia	1974	2442473
Latvia	1975	2461606
Latvia	1976	2476760
Latvia	1977	2491407
Latvia	1978	2504508
Latvia	1979	2514167
Latvia	1980	2524543
Latvia	1981	2536976
Latvia	1982	2552229
Latvia	1983	2569826
Latvia	1984	2587996
Latvia	1985	2606405
Latvia	1986	2626695
Latvia	1987	2648965
Latvia	1988	2664068
Latvia	1989	2667309
Latvia	1990	2663590
Latvia	1991	2651308
Latvia	1992	2615869
Latvia	1993	2565708
Latvia	1994	2523532
Latvia	1995	2488008
Latvia	1996	2460277
Latvia	1997	2435967
Latvia	1998	2413173
Latvia	1999	2393657
Latvia	2000	2376178
Latvia	2001	2358232
Latvia	2002	2340205
Latvia	2003	2322943
Latvia	2004	2306306
Latvia	2005	2290237
Latvia	2006	2274735
Latvia	2007	2259810
Latvia	2008	2245423
Lebanon	1950	1364030
Lebanon	1951	1401246
Lebanon	1952	1439529
Lebanon	1953	1478915
Lebanon	1954	1519439
Lebanon	1955	1560985
Lebanon	1956	1603579
Lebanon	1957	1647412
Lebanon	1958	1692357
Lebanon	1959	1738617
Lebanon	1960	1786235
Lebanon	1961	1835620
Lebanon	1962	1886848
Lebanon	1963	1940191
Lebanon	1964	1996143
Lebanon	1965	2057945
Lebanon	1966	2121579
Lebanon	1967	2186894
Lebanon	1968	2253719
Lebanon	1969	2320495
Lebanon	1970	2383029
Lebanon	1971	2529267
Lebanon	1972	2680018
Lebanon	1973	2825318
Lebanon	1974	2987566
Lebanon	1975	3098159
Lebanon	1976	3118590
Lebanon	1977	3115787
Lebanon	1978	3109385
Lebanon	1979	3099426
Lebanon	1980	3085876
Lebanon	1981	3081499
Lebanon	1982	3086876
Lebanon	1983	3089792
Lebanon	1984	3090257
Lebanon	1985	3088235
Lebanon	1986	3086848
Lebanon	1987	3089353
Lebanon	1988	3095949
Lebanon	1989	3106800
Lebanon	1990	3147267
Lebanon	1991	3193208
Lebanon	1992	3219994
Lebanon	1993	3252469
Lebanon	1994	3290707
Lebanon	1995	3334733
Lebanon	1996	3382135
Lebanon	1997	3430388
Lebanon	1998	3479269
Lebanon	1999	3528559
Lebanon	2000	3578036
Lebanon	2001	3627774
Lebanon	2002	3677780
Lebanon	2003	3727703
Lebanon	2004	3777218
Lebanon	2005	3826018
Lebanon	2006	3874050
Lebanon	2007	3921278
Lebanon	2008	3967467
Lesotho	1950	726182
Lesotho	1951	737230
Lesotho	1952	748747
Lesotho	1953	760747
Lesotho	1954	773249
Lesotho	1955	786192
Lesotho	1956	799548
Lesotho	1957	813338
Lesotho	1958	827697
Lesotho	1959	842730
Lesotho	1960	858551
Lesotho	1961	875282
Lesotho	1962	893143
Lesotho	1963	912006
Lesotho	1964	931826
Lesotho	1965	952459
Lesotho	1966	973983
Lesotho	1967	996380
Lesotho	1968	1019394
Lesotho	1969	1043044
Lesotho	1970	1067136
Lesotho	1971	1091675
Lesotho	1972	1116779
Lesotho	1973	1142460
Lesotho	1974	1168731
Lesotho	1975	1195487
Lesotho	1976	1222874
Lesotho	1977	1251524
Lesotho	1978	1281271
Lesotho	1979	1312161
Lesotho	1980	1344218
Lesotho	1981	1377430
Lesotho	1982	1411807
Lesotho	1983	1447280
Lesotho	1984	1483833
Lesotho	1985	1521382
Lesotho	1986	1559868
Lesotho	1987	1599200
Lesotho	1988	1639294
Lesotho	1989	1680103
Lesotho	1990	1721563
Lesotho	1991	1762702
Lesotho	1992	1803195
Lesotho	1993	1843375
Lesotho	1994	1882531
Lesotho	1995	1919569
Lesotho	1996	1953349
Lesotho	1997	1982823
Lesotho	1998	2007073
Lesotho	1999	2025481
Lesotho	2000	2037961
Lesotho	2001	2044848
Lesotho	2002	2046772
Lesotho	2003	2044530
Lesotho	2004	2039070
Lesotho	2005	2031348
Lesotho	2006	2022331
Lesotho	2007	2012649
Lesotho	2008	2002749
Liberia	1950	823885
Liberia	1951	843231
Liberia	1952	863308
Liberia	1953	884145
Liberia	1954	905784
Liberia	1955	928269
Liberia	1956	951644
Liberia	1957	975950
Liberia	1958	1001227
Liberia	1959	1027507
Liberia	1960	1054837
Liberia	1961	1083250
Liberia	1962	1112796
Liberia	1963	1143525
Liberia	1964	1175491
Liberia	1965	1208749
Liberia	1966	1243371
Liberia	1967	1279406
Liberia	1968	1316907
Liberia	1969	1355941
Liberia	1970	1396565
Liberia	1971	1438780
Liberia	1972	1482628
Liberia	1973	1528162
Liberia	1974	1575442
Liberia	1975	1616410
Liberia	1976	1659105
Liberia	1977	1703617
Liberia	1978	1750011
Liberia	1979	1798417
Liberia	1980	1848979
Liberia	1981	1901768
Liberia	1982	1956875
Liberia	1983	2014375
Liberia	1984	2074333
Liberia	1985	2136793
Liberia	1986	2201806
Liberia	1987	2269414
Liberia	1988	2339630
Liberia	1989	2412315
Liberia	1990	2116666
Liberia	1991	1816959
Liberia	1992	1912974
Liberia	1993	1989395
Liberia	1994	1973706
Liberia	1995	1974588
Liberia	1996	2024800
Liberia	1997	2200725
Liberia	1998	2455238
Liberia	1999	2597815
Liberia	2000	2693780
Liberia	2001	2758041
Liberia	2002	2814651
Liberia	2003	2809784
Liberia	2004	2807259
Liberia	2005	2900269
Liberia	2006	3042004
Liberia	2007	3193942
Liberia	2008	3332483
Libya	1950	961305
Libya	1951	989591
Libya	1952	1019729
Libya	1953	1051835
Libya	1954	1086038
Libya	1955	1122475
Libya	1956	1160947
Libya	1957	1201578
Libya	1958	1244627
Libya	1959	1290121
Libya	1960	1337947
Libya	1961	1388517
Libya	1962	1441863
Libya	1963	1498607
Libya	1964	1560361
Libya	1965	1623770
Libya	1966	1693925
Libya	1967	1759224
Libya	1968	1833726
Libya	1969	1922974
Libya	1970	1999162
Libya	1971	2077381
Libya	1972	2183877
Libya	1973	2312369
Libya	1974	2451375
Libya	1975	2569606
Libya	1976	2666160
Libya	1977	2721783
Libya	1978	2796747
Libya	1979	2928575
Libya	1980	3065365
Libya	1981	3204071
Libya	1982	3344074
Libya	1983	3484531
Libya	1984	3624920
Libya	1985	3675422
Libya	1986	3699538
Libya	1987	3799845
Libya	1988	3913314
Libya	1989	4026847
Libya	1990	4139825
Libya	1991	4252354
Libya	1992	4364501
Libya	1993	4475679
Libya	1994	4585017
Libya	1995	4654252
Libya	1996	4686329
Libya	1997	4759670
Libya	1998	4874638
Libya	1999	4993414
Libya	2000	5115450
Libya	2001	5240599
Libya	2002	5368585
Libya	2003	5499074
Libya	2004	5631585
Libya	2005	5765563
Libya	2006	5900754
Libya	2007	6036914
Libya	2008	6173579
Liechtenstein	1950	13500
Liechtenstein	1951	14000
Liechtenstein	1952	13900
Liechtenstein	1953	14050
Liechtenstein	1954	14400
Liechtenstein	1955	14700
Liechtenstein	1956	15000
Liechtenstein	1957	15200
Liechtenstein	1958	15450
Liechtenstein	1959	15900
Liechtenstein	1960	16426
Liechtenstein	1961	16825
Liechtenstein	1962	17295
Liechtenstein	1963	17844
Liechtenstein	1964	18391
Liechtenstein	1965	18721
Liechtenstein	1966	19066
Liechtenstein	1967	19446
Liechtenstein	1968	19965
Liechtenstein	1969	20526
Liechtenstein	1970	21103
Liechtenstein	1971	21788
Liechtenstein	1972	22240
Liechtenstein	1973	22864
Liechtenstein	1974	23330
Liechtenstein	1975	23413
Liechtenstein	1976	23514
Liechtenstein	1977	23927
Liechtenstein	1978	24412
Liechtenstein	1979	24741
Liechtenstein	1980	25074
Liechtenstein	1981	25672
Liechtenstein	1982	26255
Liechtenstein	1983	26446
Liechtenstein	1984	26597
Liechtenstein	1985	26879
Liechtenstein	1986	27238
Liechtenstein	1987	27546
Liechtenstein	1988	27825
Liechtenstein	1989	28074
Liechtenstein	1990	28796
Liechtenstein	1991	29288
Liechtenstein	1992	29706
Liechtenstein	1993	30168
Liechtenstein	1994	30549
Liechtenstein	1995	30855
Liechtenstein	1996	31112
Liechtenstein	1997	31296
Liechtenstein	1998	31539
Liechtenstein	1999	31874
Liechtenstein	2000	32204
Liechtenstein	2001	32528
Liechtenstein	2002	32842
Liechtenstein	2003	33145
Liechtenstein	2004	33436
Liechtenstein	2005	33717
Liechtenstein	2006	33987
Liechtenstein	2007	34247
Liechtenstein	2008	34498
Lithuania	1950	2553159
Lithuania	1951	2561579
Lithuania	1952	2583984
Lithuania	1953	2593918
Lithuania	1954	2597435
Lithuania	1955	2614336
Lithuania	1956	2641167
Lithuania	1957	2651630
Lithuania	1958	2672229
Lithuania	1959	2717677
Lithuania	1960	2764864
Lithuania	1961	2810271
Lithuania	1962	2850220
Lithuania	1963	2886180
Lithuania	1964	2922673
Lithuania	1965	2959173
Lithuania	1966	2996683
Lithuania	1967	3033728
Lithuania	1968	3068801
Lithuania	1969	3101819
Lithuania	1970	3137562
Lithuania	1971	3177533
Lithuania	1972	3213271
Lithuania	1973	3245551
Lithuania	1974	3276362
Lithuania	1975	3305195
Lithuania	1976	3333542
Lithuania	1977	3361419
Lithuania	1978	3386988
Lithuania	1979	3410869
Lithuania	1980	3435289
Lithuania	1981	3462341
Lithuania	1982	3491974
Lithuania	1983	3523380
Lithuania	1984	3555054
Lithuania	1985	3587032
Lithuania	1986	3619593
Lithuania	1987	3653339
Lithuania	1988	3673950
Lithuania	1989	3681250
Lithuania	1990	3694836
Lithuania	1991	3702136
Lithuania	1992	3700278
Lithuania	1993	3689004
Lithuania	1994	3679636
Lithuania	1995	3673577
Lithuania	1996	3668316
Lithuania	1997	3664372
Lithuania	1998	3661168
Lithuania	1999	3658454
Lithuania	2000	3654387
Lithuania	2001	3645747
Lithuania	2002	3633232
Lithuania	2003	3620094
Lithuania	2004	3607899
Lithuania	2005	3596617
Lithuania	2006	3585906
Lithuania	2007	3575439
Lithuania	2008	3565205
Luxembourg	1950	295587
Luxembourg	1951	297425
Luxembourg	1952	299263
Luxembourg	1953	301101
Luxembourg	1954	302939
Luxembourg	1955	304777
Luxembourg	1956	306615
Luxembourg	1957	308453
Luxembourg	1958	310291
Luxembourg	1959	312129
Luxembourg	1960	313969
Luxembourg	1961	316845
Luxembourg	1962	320750
Luxembourg	1963	324100
Luxembourg	1964	327750
Luxembourg	1965	331500
Luxembourg	1966	333895
Luxembourg	1967	335012
Luxembourg	1968	335867
Luxembourg	1969	337500
Luxembourg	1970	339174
Luxembourg	1971	342400
Luxembourg	1972	346600
Luxembourg	1973	350450
Luxembourg	1974	355050
Luxembourg	1975	358950
Luxembourg	1976	360750
Luxembourg	1977	361450
Luxembourg	1978	362100
Luxembourg	1979	363000
Luxembourg	1980	364400
Luxembourg	1981	365400
Luxembourg	1982	365718
Luxembourg	1983	365885
Luxembourg	1984	366272
Luxembourg	1985	367169
Luxembourg	1986	369019
Luxembourg	1987	371660
Luxembourg	1988	375624
Luxembourg	1989	377621
Luxembourg	1990	382966
Luxembourg	1991	387152
Luxembourg	1992	392552
Luxembourg	1993	398084
Luxembourg	1994	403756
Luxembourg	1995	409704
Luxembourg	1996	415566
Luxembourg	1997	421014
Luxembourg	1998	426495
Luxembourg	1999	432527
Luxembourg	2000	438777
Luxembourg	2001	444779
Luxembourg	2002	450786
Luxembourg	2003	456764
Luxembourg	2004	462690
Luxembourg	2005	468571
Luxembourg	2006	474413
Luxembourg	2007	480222
Luxembourg	2008	486006
Macao, China	1950	205442
Macao, China	1951	202367
Macao, China	1952	199489
Macao, China	1953	196948
Macao, China	1954	194893
Macao, China	1955	192684
Macao, China	1956	190465
Macao, China	1957	189390
Macao, China	1958	188751
Macao, China	1959	187499
Macao, China	1960	186053
Macao, China	1961	189831
Macao, China	1962	198464
Macao, China	1963	206989
Macao, China	1964	215496
Macao, China	1965	223820
Macao, China	1966	231905
Macao, China	1967	239773
Macao, China	1968	247282
Macao, China	1969	254436
Macao, China	1970	261369
Macao, China	1971	263565
Macao, China	1972	261202
Macao, China	1973	258929
Macao, China	1974	256653
Macao, China	1975	254331
Macao, China	1976	251775
Macao, China	1977	249116
Macao, China	1978	248564
Macao, China	1979	251368
Macao, China	1980	255773
Macao, China	1981	260929
Macao, China	1982	270811
Macao, China	1983	285451
Macao, China	1984	298982
Macao, China	1985	305843
Macao, China	1986	312196
Macao, China	1987	322983
Macao, China	1988	332136
Macao, China	1989	341237
Macao, China	1990	351756
Macao, China	1991	363858
Macao, China	1992	375382
Macao, China	1993	384495
Macao, China	1994	393064
Macao, China	1995	401452
Macao, China	1996	410597
Macao, China	1997	417129
Macao, China	1998	421602
Macao, China	1999	427618
Macao, China	2000	431338
Macao, China	2001	434044
Macao, China	2002	437794
Macao, China	2003	441487
Macao, China	2004	445286
Macao, China	2005	449198
Macao, China	2006	453125
Macao, China	2007	456989
Macao, China	2008	460823
Macedonia, FYR	1950	1224627
Macedonia, FYR	1951	1255619
Macedonia, FYR	1952	1271611
Macedonia, FYR	1953	1299452
Macedonia, FYR	1954	1325223
Macedonia, FYR	1955	1340031
Macedonia, FYR	1956	1339977
Macedonia, FYR	1957	1344846
Macedonia, FYR	1958	1344772
Macedonia, FYR	1959	1353539
Macedonia, FYR	1960	1366198
Macedonia, FYR	1961	1381753
Macedonia, FYR	1962	1401167
Macedonia, FYR	1963	1422470
Macedonia, FYR	1964	1444676
Macedonia, FYR	1965	1469729
Macedonia, FYR	1966	1489836
Macedonia, FYR	1967	1511816
Macedonia, FYR	1968	1532751
Macedonia, FYR	1969	1553615
Macedonia, FYR	1970	1574407
Macedonia, FYR	1971	1596091
Macedonia, FYR	1972	1617701
Macedonia, FYR	1973	1639236
Macedonia, FYR	1974	1661657
Macedonia, FYR	1975	1684000
Macedonia, FYR	1976	1706445
Macedonia, FYR	1977	1727797
Macedonia, FYR	1978	1747113
Macedonia, FYR	1979	1768203
Macedonia, FYR	1980	1792000
Macedonia, FYR	1981	1808103
Macedonia, FYR	1982	1823791
Macedonia, FYR	1983	1831444
Macedonia, FYR	1984	1837295
Macedonia, FYR	1985	1844740
Macedonia, FYR	1986	1850679
Macedonia, FYR	1987	1856378
Macedonia, FYR	1988	1858920
Macedonia, FYR	1989	1863007
Macedonia, FYR	1990	1861361
Macedonia, FYR	1991	1867710
Macedonia, FYR	1992	1889358
Macedonia, FYR	1993	1917563
Macedonia, FYR	1994	1935034
Macedonia, FYR	1995	1954048
Macedonia, FYR	1996	1971102
Macedonia, FYR	1997	1984860
Macedonia, FYR	1998	1995474
Macedonia, FYR	1999	2004985
Macedonia, FYR	2000	2014512
Macedonia, FYR	2001	2023912
Macedonia, FYR	2002	2030445
Macedonia, FYR	2003	2035145
Macedonia, FYR	2004	2040085
Macedonia, FYR	2005	2045262
Macedonia, FYR	2006	2050554
Macedonia, FYR	2007	2055915
Macedonia, FYR	2008	2061315
Madagascar	1950	4620437
Madagascar	1951	4690031
Madagascar	1952	4762912
Madagascar	1953	4839248
Madagascar	1954	4919118
Madagascar	1955	5002657
Madagascar	1956	5090058
Madagascar	1957	5181679
Madagascar	1958	5277482
Madagascar	1959	5377583
Madagascar	1960	5481721
Madagascar	1961	5590111
Madagascar	1962	5703324
Madagascar	1963	5821158
Madagascar	1964	5943744
Madagascar	1965	6070004
Madagascar	1966	6200000
Madagascar	1967	6334556
Madagascar	1968	6473179
Madagascar	1969	6615873
Madagascar	1970	6765644
Madagascar	1971	6920494
Madagascar	1972	7082430
Madagascar	1973	7250455
Madagascar	1974	7423573
Madagascar	1975	7603790
Madagascar	1976	7805271
Madagascar	1977	8007166
Madagascar	1978	8216944
Madagascar	1979	8442496
Madagascar	1980	8676821
Madagascar	1981	8919844
Madagascar	1982	9171477
Madagascar	1983	9432079
Madagascar	1984	9701947
Madagascar	1985	9981292
Madagascar	1986	10270192
Madagascar	1987	10568642
Madagascar	1988	10876604
Madagascar	1989	11194241
Madagascar	1990	11522099
Madagascar	1991	11860473
Madagascar	1992	12210395
Madagascar	1993	12573284
Madagascar	1994	12949727
Madagascar	1995	13340359
Madagascar	1996	13745709
Madagascar	1997	14165114
Madagascar	1998	14598047
Madagascar	1999	15045015
Madagascar	2000	15506472
Madagascar	2001	15982563
Madagascar	2002	16473477
Madagascar	2003	16979744
Madagascar	2004	17501871
Madagascar	2005	18040341
Madagascar	2006	18595469
Madagascar	2007	19167654
Madagascar	2008	19757525
Malawi	1950	2816600
Malawi	1951	2866038
Malawi	1952	2917802
Malawi	1953	2971986
Malawi	1954	3028691
Malawi	1955	3088155
Malawi	1956	3151911
Malawi	1957	3221238
Malawi	1958	3294697
Malawi	1959	3370054
Malawi	1960	3450444
Malawi	1961	3532056
Malawi	1962	3628608
Malawi	1963	3726394
Malawi	1964	3816197
Malawi	1965	3914095
Malawi	1966	4023000
Malawi	1967	4147252
Malawi	1968	4263813
Malawi	1969	4379269
Malawi	1970	4489313
Malawi	1971	4606268
Malawi	1972	4730997
Malawi	1973	4864937
Malawi	1974	5030764
Malawi	1975	5267679
Malawi	1976	5473443
Malawi	1977	5637246
Malawi	1978	5791837
Malawi	1979	5955844
Malawi	1980	6129035
Malawi	1981	6311339
Malawi	1982	6502825
Malawi	1983	6702443
Malawi	1984	6909279
Malawi	1985	7123455
Malawi	1986	7391617
Malawi	1987	7824747
Malawi	1988	8349217
Malawi	1989	8843826
Malawi	1990	9286655
Malawi	1991	9655208
Malawi	1992	10014249
Malawi	1993	10182205
Malawi	1994	9992214
Malawi	1995	9912344
Malawi	1996	10143562
Malawi	1997	10419991
Malawi	1998	10697625
Malawi	1999	10977362
Malawi	2000	11258163
Malawi	2001	11539920
Malawi	2002	11824495
Malawi	2003	12113276
Malawi	2004	12407373
Malawi	2005	12707464
Malawi	2006	13013926
Malawi	2007	13327079
Malawi	2008	13647273
Malaysia	1950	6433799
Malaysia	1951	6581839
Malaysia	1952	6748378
Malaysia	1953	6928942
Malaysia	1954	7117564
Malaysia	1955	7311720
Malaysia	1956	7519663
Malaysia	1957	7739235
Malaysia	1958	7965930
Malaysia	1959	8195711
Malaysia	1960	8428493
Malaysia	1961	8663401
Malaysia	1962	8906385
Malaysia	1963	9148451
Malaysia	1964	9397464
Malaysia	1965	9647654
Malaysia	1966	9899803
Malaysia	1967	10154878
Malaysia	1968	10409339
Malaysia	1969	10662303
Malaysia	1970	10910216
Malaysia	1971	11171333
Malaysia	1972	11441462
Malaysia	1973	11711866
Malaysia	1974	11986260
Malaysia	1975	12267303
Malaysia	1976	12553963
Malaysia	1977	12845381
Malaysia	1978	13138530
Malaysia	1979	13443844
Malaysia	1980	13764352
Malaysia	1981	14096663
Malaysia	1982	14441916
Malaysia	1983	14793099
Malaysia	1984	15157328
Malaysia	1985	15545028
Malaysia	1986	15941178
Malaysia	1987	16331785
Malaysia	1988	16729187
Malaysia	1989	17117834
Malaysia	1990	17503607
Malaysia	1991	17906485
Malaysia	1992	18319502
Malaysia	1993	18747901
Malaysia	1994	19180324
Malaysia	1995	19611116
Malaysia	1996	20044560
Malaysia	1997	20476091
Malaysia	1998	20911977
Malaysia	1999	21354459
Malaysia	2000	21793293
Malaysia	2001	22229040
Malaysia	2002	22662365
Malaysia	2003	23092940
Malaysia	2004	23522482
Malaysia	2005	23953136
Malaysia	2006	24385858
Malaysia	2007	24821286
Malaysia	2008	25259428
Maldives	1950	79293
Maldives	1951	78614
Maldives	1952	77940
Maldives	1953	77273
Maldives	1954	78684
Maldives	1955	80121
Maldives	1956	81585
Maldives	1957	83075
Maldives	1958	87582
Maldives	1959	89290
Maldives	1960	92247
Maldives	1961	92793
Maldives	1962	92744
Maldives	1963	94527
Maldives	1964	94244
Maldives	1965	97769
Maldives	1966	100937
Maldives	1967	103810
Maldives	1968	107000
Maldives	1969	110810
Maldives	1970	114572
Maldives	1971	118880
Maldives	1972	122681
Maldives	1973	125665
Maldives	1974	128722
Maldives	1975	132608
Maldives	1976	136604
Maldives	1977	140721
Maldives	1978	144875
Maldives	1979	149280
Maldives	1980	153957
Maldives	1981	158926
Maldives	1982	164210
Maldives	1983	169830
Maldives	1984	175800
Maldives	1985	181749
Maldives	1986	188125
Maldives	1987	194783
Maldives	1988	201721
Maldives	1989	208931
Maldives	1990	216401
Maldives	1991	224107
Maldives	1992	232026
Maldives	1993	240147
Maldives	1994	248459
Maldives	1995	256949
Maldives	1996	265592
Maldives	1997	274366
Maldives	1998	283271
Maldives	1999	292307
Maldives	2000	301475
Maldives	2001	310764
Maldives	2002	320165
Maldives	2003	329684
Maldives	2004	339330
Maldives	2005	349106
Maldives	2006	359008
Maldives	2007	369031
Maldives	2008	379174
Mali	1950	3687654
Mali	1951	3762158
Mali	1952	3838168
Mali	1953	3915714
Mali	1954	3994826
Mali	1955	4075537
Mali	1956	4157879
Mali	1957	4241884
Mali	1958	4327586
Mali	1959	4415019
Mali	1960	4504219
Mali	1961	4595790
Mali	1962	4690372
Mali	1963	4788073
Mali	1964	4889008
Mali	1965	4993293
Mali	1966	5101054
Mali	1967	5212416
Mali	1968	5327515
Mali	1969	5446489
Mali	1970	5569486
Mali	1971	5696656
Mali	1972	5828158
Mali	1973	5964156
Mali	1974	6104825
Mali	1975	6250341
Mali	1976	6400896
Mali	1977	6491649
Mali	1978	6578372
Mali	1979	6672872
Mali	1980	6774767
Mali	1981	6883907
Mali	1982	6998256
Mali	1983	7116320
Mali	1984	7238471
Mali	1985	7365165
Mali	1986	7496855
Mali	1987	7634008
Mali	1988	7777570
Mali	1989	7927623
Mali	1990	8083816
Mali	1991	8247171
Mali	1992	8416215
Mali	1993	8591439
Mali	1994	8774902
Mali	1995	8967132
Mali	1996	9172631
Mali	1997	9384984
Mali	1998	9605719
Mali	1999	9834362
Mali	2000	10072267
Mali	2001	10321053
Mali	2002	10580176
Mali	2003	10848146
Mali	2004	11126144
Mali	2005	11415261
Mali	2006	11716829
Mali	2007	12031795
Mali	2008	12360306
Malta	1950	311973
Malta	1951	312646
Malta	1952	316619
Malta	1953	317248
Malta	1954	319787
Malta	1955	314369
Malta	1956	314066
Malta	1957	318779
Malta	1958	321940
Malta	1959	324842
Malta	1960	328517
Malta	1961	328854
Malta	1962	329011
Malta	1963	328116
Malta	1964	323591
Malta	1965	319164
Malta	1966	317482
Malta	1967	318573
Malta	1968	319254
Malta	1969	322749
Malta	1970	325569
Malta	1971	325468
Malta	1972	319430
Malta	1973	321838
Malta	1974	323524
Malta	1975	327842
Malta	1976	329354
Malta	1977	332066
Malta	1978	339786
Malta	1979	346876
Malta	1980	364001
Malta	1981	363652
Malta	1982	360222
Malta	1983	355773
Malta	1984	351379
Malta	1985	347039
Malta	1986	346625
Malta	1987	349047
Malta	1988	351951
Malta	1989	355323
Malta	1990	359107
Malta	1991	362579
Malta	1992	365897
Malta	1993	370008
Malta	1994	373606
Malta	1995	376893
Malta	1996	379962
Malta	1997	382953
Malta	1998	385608
Malta	1999	387799
Malta	2000	389947
Malta	2001	391873
Malta	2002	393515
Malta	2003	395178
Malta	2004	396851
Malta	2005	398534
Malta	2006	400214
Malta	2007	401880
Malta	2008	403532
Marshall Islands	1950	10904
Marshall Islands	1951	11266
Marshall Islands	1952	11640
Marshall Islands	1953	12027
Marshall Islands	1954	12427
Marshall Islands	1955	12840
Marshall Islands	1956	13267
Marshall Islands	1957	13707
Marshall Islands	1958	14163
Marshall Islands	1959	14634
Marshall Islands	1960	15120
Marshall Islands	1961	15622
Marshall Islands	1962	16142
Marshall Islands	1963	16678
Marshall Islands	1964	17232
Marshall Islands	1965	17805
Marshall Islands	1966	18397
Marshall Islands	1967	19008
Marshall Islands	1968	19870
Marshall Islands	1969	20772
Marshall Islands	1970	21714
Marshall Islands	1971	22699
Marshall Islands	1972	23729
Marshall Islands	1973	24806
Marshall Islands	1974	25645
Marshall Islands	1975	26423
Marshall Islands	1976	27224
Marshall Islands	1977	28050
Marshall Islands	1978	28901
Marshall Islands	1979	29778
Marshall Islands	1980	30681
Marshall Islands	1981	32267
Marshall Islands	1982	33621
Marshall Islands	1983	35121
Marshall Islands	1984	36648
Marshall Islands	1985	38240
Marshall Islands	1986	39903
Marshall Islands	1987	41636
Marshall Islands	1988	43446
Marshall Islands	1989	44643
Marshall Islands	1990	45830
Marshall Islands	1991	46856
Marshall Islands	1992	47681
Marshall Islands	1993	48409
Marshall Islands	1994	49056
Marshall Islands	1995	49640
Marshall Islands	1996	50194
Marshall Islands	1997	50828
Marshall Islands	1998	51552
Marshall Islands	1999	52289
Marshall Islands	2000	53064
Marshall Islands	2001	53995
Marshall Islands	2002	55147
Marshall Islands	2003	56429
Marshall Islands	2004	57738
Marshall Islands	2005	59071
Marshall Islands	2006	60422
Marshall Islands	2007	61782
Marshall Islands	2008	63139
Martinique	1950	216618
Martinique	1951	221631
Martinique	1952	226688
Martinique	1953	232524
Martinique	1954	239131
Martinique	1955	245815
Martinique	1956	252779
Martinique	1957	260147
Martinique	1958	267402
Martinique	1959	274591
Martinique	1960	281802
Martinique	1961	288810
Martinique	1962	295486
Martinique	1963	301371
Martinique	1964	306529
Martinique	1965	311445
Martinique	1966	315759
Martinique	1967	319163
Martinique	1968	322092
Martinique	1969	324121
Martinique	1970	325484
Martinique	1971	327676
Martinique	1972	330290
Martinique	1973	332137
Martinique	1974	333474
Martinique	1975	334654
Martinique	1976	335492
Martinique	1977	336148
Martinique	1978	336888
Martinique	1979	337943
Martinique	1980	339365
Martinique	1981	340940
Martinique	1982	342583
Martinique	1983	345978
Martinique	1984	349558
Martinique	1985	353188
Martinique	1986	356886
Martinique	1987	360841
Martinique	1988	365013
Martinique	1989	369305
Martinique	1990	373565
Martinique	1991	377676
Martinique	1992	381739
Martinique	1993	385826
Martinique	1994	389926
Martinique	1995	394021
Martinique	1996	398129
Martinique	1997	402265
Martinique	1998	406394
Martinique	1999	410487
Martinique	2000	414516
Martinique	2001	418454
Martinique	2002	422277
Martinique	2003	425966
