country	gdpPercap	year
Kuwait	31354.03573	1982
Laos	1134.145682	1982
Latvia	8728.455352	1982
Lebanon	7640.519521	1982
Lesotho	797.2631074	1982
Liberia	572.1995694	1982
Libya	17364.27538	1982
Liechtenstein	41497.86664	1982
Luxembourg	27078.42115	1982
Macao, China	15856.61506	1982
Macedonia, FYR	8078.874207	1982
Madagascar	1302.878658	1982
Malawi	632.8039209	1982
Malaysia	4920.355951	1982
Maldives	985.4992676	1982
Mali	618.0140641	1982
Malta	9683.25022	1982
Marshall Islands	5424.610315	1982
Mauritania	1481.150189	1982
Mauritius	3688.037739	1982
Mexico	9611.147541	1982
Micronesia, Fed. Sts.	4745.825391	1982
Monaco	27035.81025	1982
Mongolia	2000.603139	1982
Montenegro	11222.58762	1982
Montserrat	9222.920646	1982
Morocco	2702.620356	1982
Mozambique	462.2114149	1982
Myanmar	424	1982
Namibia	4191.100511	1982
Nauru	11744.20053	1982
Nepal	718.3730947	1982
Netherlands	21399.46046	1982
Netherlands Antilles	20008.68575	1982
New Caledonia	24831.14901	1982
New Zealand	17632.4104	1982
Nicaragua	3470.338156	1982
Niger	909.7221354	1982
Nigeria	1576.97375	1982
Norway	26298.63531	1982
Oman	12954.79101	1982
Pakistan	1443.429832	1982
Palau	15504.42809	1982
Panama	7009.601598	1982
Papua New Guinea	1722.782537	1982
Paraguay	4258.503604	1982
Peru	6434.501797	1982
Philippines	2603.273765	1982
Poland	8451.531004	1982
Portugal	11753.84291	1982
Puerto Rico	10330.98915	1982
Qatar	57679.6388	1982
Reunion	5267.219353	1982
Romania	9605.314053	1982
Rwanda	881.5706467	1982
Saint Kitts and Nevis	5296.09839	1982
Saint Lucia	4616.475232	1982
Saint Vincent and the Grenadines	3048.112443	1982
Samoa	3301.912004	1982
San Marino	23112.88779	1982
Sao Tome and Principe	1890.218117	1982
Saudi Arabia	33693.17525	1982
Senegal	1518.479984	1982
Serbia	15181.0927	1982
Seychelles	9094.304225	1982
Sierra Leone	1465.010784	1982
Singapore	15169.16112	1982
Slovak Republic	11348.54585	1982
Slovenia	17866.72175	1982
Solomon Islands	1467.396037	1982
Somalia	1176.807031	1982
South Africa	8568.266228	1982
Spain	13926.16997	1982
Sri Lanka	1648.079789	1982
Sudan	1895.544073	1982
Suriname	6061.25039	1982
Swaziland	3895.384018	1982
Sweden	20667.38125	1982
Switzerland	28397.71512	1982
Syria	3761.837715	1982
Taiwan	7426.354774	1982
Tanzania	874.2426069	1982
Thailand	2393.219781	1982
Togo	1344.577953	1982
Tonga	3287.049023	1982
Trinidad and Tobago	9119.528607	1982
Tunisia	3560.233174	1982
Turkey	4241.356344	1982
Turks and Caicos Islands	11148.95304	1982
Tuvalu	2525.695983	1982
Uganda	682.2662268	1982
United Arab Emirates	47211.4006	1982
United Kingdom	18232.42452	1982
United States	25009.55914	1982
Uruguay	6920.223051	1982
Vanuatu	2834.89007	1982
Venezuela	11152.41011	1982
West Bank and Gaza	4336.032082	1982
Vietnam	707.2357863	1982
Yemen, Rep.	1977.55701	1982
Zambia	1408.678565	1982
Zimbabwe	788.8550411	1982
Afghanistan	1013.132736	1983
Albania	3652.076174	1983
Algeria	5853.656218	1983
Andorra	26568.20208	1983
Angola	2584.557046	1983
Anguilla	8015.966179	1983
Antigua and Barbuda	6453.088079	1983
Argentina	9238.605312	1983
Aruba	11672.80277	1983
Australia	19214.56115	1983
Austria	22266.66334	1983
Bahamas	21361.93912	1983
Bahrain	19765.09222	1983
Bangladesh	692.957842	1983
Barbados	12679.08232	1983
Belgium	20979.01253	1983
Belize	3580.4764	1983
Benin	1187.136071	1983
Bermuda	47289.58761	1983
Bhutan	999.6777239	1983
Bolivia	2965.560647	1983
Bosnia and Herzegovina	4138.771462	1983
Botswana	5079.532593	1983
Brazil	6672.28053	1983
British Virgin Islands	4384.828738	1983
Brunei	60976.16472	1983
Bulgaria	8052.372566	1983
Burkina Faso	778.0529268	1983
Burundi	563.298914	1983
Cambodia	648.6394848	1983
Cameroon	2461.924564	1983
Canada	23329.80455	1983
Cape Verde	1274.116719	1983
Cayman Islands	37694.00177	1983
Central African Rep.	875.4056868	1983
Chad	886.9179472	1983
Chile	4868.236526	1983
China	1016.120048	1983
Colombia	4406.319305	1983
Comoros	1283.264265	1983
Congo, Dem. Rep.	665.8477957	1983
Congo, Rep.	4974.834563	1983
Cook Islands	6499.367118	1983
Costa Rica	5257.076464	1983
Cote d'Ivoire	2411.973057	1983
Croatia	13260.77751	1983
Cuba	7453.540833	1983
Cyprus	12125.95098	1983
Czech Rep.	15571.71065	1983
Denmark	22249.53046	1983
Djibouti	2821.914538	1983
Dominica	4610.535062	1983
Dominican Rep.	2920.911032	1983
Ecuador	6876.003008	1983
Egypt	3660.225882	1983
El Salvador	4083.365191	1983
Equatorial Guinea	917.0842836	1983
Eritrea	536.4819828	1983
Ethiopia	590.6384905	1983
Fiji	3005.773877	1983
Finland	18920.89628	1983
France	20643.23289	1983
French Polynesia	20154.29281	1983
Gabon	15510.02545	1983
Gambia	711.323522	1983
Georgia	6579.717407	1983
Germany	22485.38115	1983
Ghana	784.527084	1983
Greece	15245.55027	1983
Greenland	27364.09855	1983
Grenada	3816.387815	1983
Guatemala	4587.976787	1983
Guinea	848.6813501	1983
Guinea-Bissau	752.5809883	1983
Guyana	2180.610884	1983
Haiti	1988.461908	1983
Honduras	2997.612966	1983
Hong Kong, China	15156.54511	1983
Hungary	12435.83335	1983
Iceland	22499.89615	1983
India	905.5126887	1983
Indonesia	1533.454194	1983
Iran	8274.288831	1983
Iraq	12875.39476	1983
Ireland	12501.68541	1983
Isle of Man	10685.81274	1983
Israel	15630.64042	1983
Italy	16717.44341	1983
Jamaica	6186.715598	1983
Japan	19698.72425	1983
Jordan	4083.580153	1983
Kenya	1305.719495	1983
Kiribati	2528.868447	1983
Korea, Dem. Rep.	4106.409741	1983
Korea, Rep.	6177.767441	1983
Kuwait	32366.58131	1983
Laos	1141.248416	1983
Latvia	9127.299087	1983
Lebanon	7582.7994	1983
Lesotho	710.8533292	1983
Liberia	551.9590143	1983
Libya	16643.32154	1983
Liechtenstein	41106.76172	1983
Luxembourg	27876.96353	1983
Macao, China	16720.55052	1983
Macedonia, FYR	8102.677122	1983
Madagascar	1277.048581	1983
Malawi	640.1744345	1983
Malaysia	5096.798565	1983
Maldives	1112.251969	1983
Mali	634.5404455	1983
Malta	9751.655757	1983
Marshall Islands	6028.327061	1983
Mauritania	1516.61485	1983
Mauritius	3664.699585	1983
Mexico	9063.135553	1983
Micronesia, Fed. Sts.	4692.935123	1983
Monaco	27205.02551	1983
Mongolia	2059.48268	1983
Montenegro	11255.6529	1983
Montserrat	9067.289793	1983
Morocco	2616.827212	1983
Mozambique	422.8476156	1983
Myanmar	428	1983
Namibia	3956.885174	1983
Nauru	12328.13103	1983
Nepal	679.894231	1983
Netherlands	21703.915	1983
Netherlands Antilles	19721.5067	1983
New Caledonia	23929.0479	1983
New Zealand	17919.5392	1983
Nicaragua	3551.176661	1983
Niger	870.318841	1983
Nigeria	1448.418821	1983
Norway	27150.3182	1983
Oman	14428.57068	1983
Pakistan	1497.456836	1983
Palau	14960.98199	1983
Panama	6916.649408	1983
Papua New Guinea	1732.494889	1983
Paraguay	4015.034055	1983
Peru	5452.536822	1983
Philippines	2592.634522	1983
Poland	8786.113972	1983
Portugal	11718.43036	1983
Puerto Rico	10263.65672	1983
Qatar	52169.58768	1983
Reunion	5467.59056	1983
Romania	9498.400618	1983
Rwanda	902.5568724	1983
Saint Kitts and Nevis	5270.620381	1983
Saint Lucia	4809.751697	1983
Saint Vincent and the Grenadines	3159.552594	1983
Samoa	3310.117913	1983
San Marino	23102.69699	1983
Sao Tome and Principe	1687.82547	1983
Saudi Arabia	28412.05977	1983
Senegal	1509.422171	1983
Serbia	15225.821	1983
Seychelles	8857.65482	1983
Sierra Leone	1414.019544	1983
Singapore	16265.91242	1983
Slovak Republic	11492.07554	1983
Slovenia	17919.36275	1983
Solomon Islands	1613.277043	1983
Somalia	1037.609689	1983
South Africa	8187.602078	1983
Spain	14203.10524	1983
Sri Lanka	1709.462642	1983
Sudan	1811.714479	1983
Suriname	5722.811051	1983
Swaziland	3782.510577	1983
Sweden	21209.63345	1983
Switzerland	28396.88917	1983
Syria	3672.151858	1983
Taiwan	7923.0301	1983
Tanzania	845.0458846	1983
Thailand	2482.773233	1983
Togo	1228.035108	1983
Tonga	3523.521522	1983
Trinidad and Tobago	8280.370885	1983
Tunisia	3658.687729	1983
Turkey	4296.78403	1983
Turks and Caicos Islands	11729.9094	1983
Tuvalu	2478.713461	1983
Uganda	711.8481605	1983
United Arab Emirates	42152.15373	1983
United Kingdom	18865.50225	1983
United States	25910.13179	1983
Uruguay	6475.012363	1983
Vanuatu	3359.301365	1983
Venezuela	10042.76094	1983
West Bank and Gaza	4482.740651	1983
Vietnam	729.5050157	1983
Yemen, Rep.	2032.190358	1983
Zambia	1329.497993	1983
Zimbabwe	771.84326	1983
Afghanistan	994.571244	1984
Albania	3672.867539	1984
Algeria	5986.542038	1984
Andorra	25820.29864	1984
Angola	2527.467914	1984
Anguilla	8263.64712	1984
Antigua and Barbuda	7024.111407	1984
Argentina	9301.552359	1984
Aruba	12589.72147	1984
Australia	20295.25294	1984
Austria	22336.9462	1984
Bahamas	21424.13801	1984
Bahrain	19830.06219	1984
Bangladesh	713.8657578	1984
Barbados	13003.27342	1984
Belgium	21498.93801	1984
Belize	3537.97666	1984
Benin	1243.820057	1984
Bermuda	45646.52246	1984
Bhutan	1035.600455	1984
Bolivia	2945.479366	1984
Bosnia and Herzegovina	4220.394541	1984
Botswana	5450.436827	1984
Brazil	6890.253502	1984
British Virgin Islands	4433.485414	1984
Brunei	59654.84636	1984
Bulgaria	8301.979654	1984
Burkina Faso	770.5251975	1984
Burundi	549.6901947	1984
Cambodia	677.8562439	1984
Cameroon	2575.349465	1984
Canada	24431.84887	1984
Cape Verde	1301.510708	1984
Cayman Islands	39180.0212	1984
Central African Rep.	908.6485257	1984
Chad	896.3211559	1984
Chile	5071.315843	1984
China	1122.759034	1984
Colombia	4470.55014	1984
Comoros	1291.087584	1984
Congo, Dem. Rep.	683.4559325	1984
Congo, Rep.	5137.424322	1984
Cook Islands	7241.722469	1984
Costa Rica	5508.07093	1984
Cote d'Ivoire	2250.26482	1984
Croatia	13522.30088	1984
Cuba	7645.606318	1984
Cyprus	13018.70893	1984
Czech Rep.	15900.92311	1984
Denmark	23238.53543	1984
Djibouti	3094.982574	1984
Dominica	4900.183909	1984
Dominican Rep.	2865.088519	1984
Ecuador	6968.938272	1984
Egypt	3767.064269	1984
El Salvador	4113.80013	1984
Equatorial Guinea	1103.641196	1984
Eritrea	513.9362385	1984
Ethiopia	565.81681	1984
Fiji	3189.483499	1984
Finland	19387.97098	1984
France	20888.34207	1984
French Polynesia	20668.01533	1984
Gabon	16193.6743	1984
Gambia	668.9251712	1984
Georgia	6876.80125	1984
Germany	23198.32806	1984
Ghana	807.2532106	1984
Greece	15591.21507	1984
Greenland	25612.49126	1984
Grenada	3917.983603	1984
Guatemala	4488.17839	1984
Guinea	833.1858391	1984
Guinea-Bissau	765.4864828	1984
Guyana	2078.813101	1984
Haiti	1954.712499	1984
Honduras	3009.405194	1984
Hong Kong, China	16504.23975	1984
Hungary	12786.878	1984
Iceland	23215.83465	1984
India	920.1010342	1984
Indonesia	1609.26792	1984
Iran	8090.18075	1984
Iraq	12526.22667	1984
Ireland	12953.43922	1984
Isle of Man	10937.39604	1984
Israel	15462.57112	1984
Italy	17530.69389	1984
Jamaica	6116.866795	1984
Japan	20339.95264	1984
Jordan	4272.229955	1984
Kenya	1279.51348	1984
Kiribati	2650.579327	1984
Korea, Dem. Rep.	4106.423542	1984
Korea, Rep.	6631.395252	1984
Kuwait	32575.65063	1984
Laos	1149.386551	1984
Latvia	9596.890615	1984
Lebanon	7767.384167	1984
Lesotho	752.0552517	1984
Liberia	531.1987138	1984
Libya	14874.49189	1984
Liechtenstein	42245.32957	1984
Luxembourg	29606.07112	1984
Macao, China	17365.76517	1984
Macedonia, FYR	8262.474651	1984
Madagascar	1196.056462	1984
Malawi	649.0289273	1984
Malaysia	5360.360974	1984
Maldives	1369.878504	1984
Mali	651.2756891	1984
Malta	10018.25714	1984
Marshall Islands	5907.790414	1984
Mauritania	1372.509858	1984
Mauritius	3799.59151	1984
Mexico	9177.234684	1984
Micronesia, Fed. Sts.	4372.636574	1984
Monaco	27452.79375	1984
Mongolia	2122.46679	1984
Montenegro	11477.63207	1984
Montserrat	9336.897949	1984
Morocco	2655.205865	1984
Mozambique	406.5985831	1984
Myanmar	434	1984
Namibia	3789.580722	1984
Nauru	12921.79336	1984
Nepal	727.0165363	1984
Netherlands	22290.6277	1984
Netherlands Antilles	19180.38817	1984
New Caledonia	23947.90697	1984
New Zealand	18612.87789	1984
Nicaragua	3397.839161	1984
Niger	704.6122572	1984
Nigeria	1358.552595	1984
Norway	28673.01615	1984
Oman	16128.07491	1984
Pakistan	1519.105683	1984
Palau	14932.44009	1984
Panama	6746.942786	1984
Papua New Guinea	1681.730589	1984
Paraguay	4023.962677	1984
Peru	5578.496743	1984
Philippines	2348.404685	1984
Poland	9030.450647	1984
Portugal	11482.98624	1984
Puerto Rico	10902.91404	1984
Qatar	49067.6896	1984
Reunion	5428.200152	1984
Romania	9855.445875	1984
Rwanda	840.8391618	1984
Saint Kitts and Nevis	5850.367533	1984
Saint Lucia	5069.071777	1984
Saint Vincent and the Grenadines	3320.729652	1984
Samoa	3345.521965	1984
San Marino	23569.02155	1984
Sao Tome and Principe	1513.796659	1984
Saudi Arabia	26815.58998	1984
Senegal	1395.705742	1984
Serbia	15526.09812	1984
Seychelles	9106.193127	1984
Sierra Leone	1402.520466	1984
Singapore	17312.22271	1984
Slovak Republic	11735.03758	1984
Slovenia	18272.76075	1984
Solomon Islands	1579.086654	1984
Somalia	1037.585015	1984
South Africa	8389.869422	1984
Spain	14342.73031	1984
Sri Lanka	1771.429096	1984
Sudan	1660.506045	1984
Suriname	5518.301344	1984
Swaziland	3725.861208	1984
Sweden	22140.9169	1984
Switzerland	29128.18896	1984
Syria	3391.510347	1984
Taiwan	8653.915924	1984
Tanzania	840.9091566	1984
Thailand	2581.974657	1984
Togo	1221.053455	1984
Tonga	3626.125858	1984
Trinidad and Tobago	8647.690186	1984
Tunisia	3693.062361	1984
Turkey	4441.51476	1984
Turks and Caicos Islands	12375.93082	1984
Tuvalu	2619.222424	1984
Uganda	630.5232015	1984
United Arab Emirates	41475.71132	1984
United Kingdom	19309.6655	1984
United States	27547.10387	1984
Uruguay	6366.469352	1984
Vanuatu	3507.641223	1984
Venezuela	9500.515805	1984
West Bank and Gaza	4631.302084	1984
Vietnam	777.0613592	1984
Yemen, Rep.	2050.332377	1984
Zambia	1279.198766	1984
Zimbabwe	728.3713442	1984
Afghanistan	961.9241848	1985
Albania	3692.089631	1985
Algeria	6107.181013	1985
Andorra	25465.80492	1985
Angola	2492.832132	1985
Anguilla	8975.705788	1985
Antigua and Barbuda	7693.923848	1985
Argentina	8525.606139	1985
Aruba	13681.02242	1985
Australia	21040.4946	1985
Austria	22821.20054	1985
Bahamas	21869.18614	1985
Bahrain	19035.17885	1985
Bangladesh	719.6382971	1985
Barbados	13020.58134	1985
Belgium	21708.74541	1985
Belize	3484.982013	1985
Benin	1297.164289	1985
Bermuda	48382.73694	1985
Bhutan	1064.845648	1985
Bolivia	2875.315384	1985
Bosnia and Herzegovina	4232.238156	1985
Botswana	5656.04291	1985
Brazil	7286.961847	1985
British Virgin Islands	4298.0425	1985
Brunei	57144.3082	1985
Bulgaria	8037.950013	1985
Burkina Faso	848.7996932	1985
Burundi	600.8763405	1985
Cambodia	706.8814273	1985
Cameroon	2719.241033	1985
Canada	25514.7852	1985
Cape Verde	1391.725945	1985
Cayman Islands	39005.90993	1985
Central African Rep.	891.6318444	1985
Chad	1083.308601	1985
Chile	5090.754651	1985
China	1216.573831	1985
Colombia	4533.921683	1985
Comoros	1296.915619	1985
Congo, Dem. Rep.	665.8819273	1985
Congo, Rep.	4760.070186	1985
Cook Islands	7615.12155	1985
Costa Rica	5394.25369	1985
Cote d'Ivoire	2279.109769	1985
Croatia	13560.24827	1985
Cuba	7710.163567	1985
Cyprus	13469.90679	1985
Czech Rep.	15992.09469	1985
Denmark	24225.4201	1985
Djibouti	3020.745324	1985
Dominica	5003.793817	1985
Dominican Rep.	2732.754636	1985
Ecuador	7075.663443	1985
Egypt	3895.173354	1985
El Salvador	4140.587638	1985
Equatorial Guinea	920.9068628	1985
Eritrea	472.3592243	1985
Ethiopia	520.0427007	1985
Fiji	2995.25011	1985
Finland	19958.81374	1985
France	21225.41215	1985
French Polynesia	21218.41736	1985
Gabon	15349.56377	1985
Gambia	591.6214985	1985
Georgia	7150.613423	1985
Germany	23757.8842	1985
Ghana	822.8040327	1985
Greece	16019.21083	1985
Greenland	26222.94666	1985
Grenada	4099.473752	1985
Guatemala	4337.447552	1985
Guinea	807.6565936	1985
Guinea-Bissau	789.1598656	1985
Guyana	2139.34698	1985
Haiti	1918.552623	1985
Honduras	3033.15233	1985
Hong Kong, China	16398.29768	1985
Hungary	12495.19625	1985
Iceland	23821.70912	1985
India	936.6036579	1985
Indonesia	1619.872182	1985
Iran	7974.24318	1985
Iraq	11959.88199	1985
Ireland	13311.61142	1985
Isle of Man	11218.8925	1985
Israel	15722.47141	1985
Italy	18078.9509	1985
Jamaica	5820.330514	1985
Japan	21109.16097	1985
Jordan	4261.300377	1985
Kenya	1286.556207	1985
Kiribati	2457.668613	1985
Korea, Dem. Rep.	4106.354657	1985
Korea, Rep.	6996.32531	1985
Kuwait	29473.68439	1985
Laos	1158.946127	1985
Latvia	9502.493873	1985
Lebanon	7991.153797	1985
Lesotho	759.0196387	1985
Liberia	508.550216	1985
Libya	13502.84628	1985
Liechtenstein	44581.17877	1985
Luxembourg	30435.46678	1985
Macao, China	16718.12847	1985
Macedonia, FYR	8285.66148	1985
Madagascar	1188.844796	1985
Malawi	678.8504929	1985
Malaysia	5172.795377	1985
Maldives	1500.144085	1985
Mali	654.5449337	1985
Malta	10476.97036	1985
Marshall Islands	5489.378177	1985
Mauritania	1376.15726	1985
Mauritius	4026.38821	1985
Mexico	9184.989568	1985
Micronesia, Fed. Sts.	4958.079291	1985
Monaco	27768.61947	1985
Mongolia	2182.377241	1985
Montenegro	11509.84154	1985
Montserrat	10015.99802	1985
Morocco	2748.958329	1985
Mozambique	366.0185675	1985
Myanmar	432	1985
Namibia	3696.105743	1985
Nauru	13524.65418	1985
Nepal	752.5896269	1985
Netherlands	22787.38849	1985
Netherlands Antilles	18592.10283	1985
New Caledonia	24596.33755	1985
New Zealand	18647.67814	1985
Nicaragua	3185.743911	1985
Niger	698.5349384	1985
Nigeria	1439.692072	1985
Norway	30074.27105	1985
Oman	17663.75075	1985
Pakistan	1608.651055	1985
Palau	13245.66158	1985
Panama	6921.11309	1985
Papua New Guinea	1704.236404	1985
Paraguay	4064.647497	1985
Peru	5563.336493	1985
Philippines	2126.482933	1985
Poland	9046.300125	1985
Portugal	11791.30369	1985
Puerto Rico	11022.16369	1985
Qatar	44379.4694	1985
Reunion	5396.09392	1985
Romania	9809.793603	1985
Rwanda	856.0010422	1985
Saint Kitts and Nevis	6266.360699	1985
Saint Lucia	5367.562868	1985
Saint Vincent and the Grenadines	3494.964239	1985
Samoa	3466.034021	1985
San Marino	23951.16617	1985
Sao Tome and Principe	1601.21239	1985
Saudi Arabia	23663.0806	1985
Senegal	1404.605304	1985
Serbia	15569.66872	1985
Seychelles	9866.629576	1985
Sierra Leone	1333.953146	1985
Singapore	17037.03502	1985
Slovak Republic	11802.3231	1985
Slovenia	18324.03926	1985
Solomon Islands	1542.15331	1985
Somalia	1080.053472	1985
South Africa	8067.507027	1985
Spain	14568.70667	1985
Sri Lanka	1821.764742	1985
Sudan	1495.82352	1985
Suriname	6193.032015	1985
Swaziland	3817.840158	1985
Sweden	22642.16415	1985
Switzerland	29967.6008	1985
Syria	3465.704641	1985
Taiwan	8973.481519	1985
Tanzania	814.6994659	1985
Thailand	2659.435607	1985
Togo	1234.154196	1985
Tonga	3891.131742	1985
Trinidad and Tobago	8180.314526	1985
Tunisia	3806.439733	1985
Turkey	4565.495861	1985
Turks and Caicos Islands	13113.46205	1985
Tuvalu	2525.627729	1985
Uganda	622.0396917	1985
United Arab Emirates	38213.65124	1985
United Kingdom	19935.24097	1985
United States	28439.71118	1985
Uruguay	6420.408713	1985
Vanuatu	3464.309877	1985
Venezuela	9268.840095	1985
West Bank and Gaza	4784.284695	1985
Vietnam	805.2188204	1985
Yemen, Rep.	1973.81513	1985
Zambia	1258.78876	1985
Zimbabwe	749.9087513	1985
Afghanistan	1030.888067	1986
Albania	3715.549706	1986
Algeria	5876.048095	1986
Andorra	25621.53728	1986
Angola	2220.605332	1986
Anguilla	9911.093649	1986
Antigua and Barbuda	8513.743698	1986
Argentina	9026.855746	1986
Aruba	15016.42866	1986
Australia	21168.81051	1986
Austria	23329.15536	1986
Bahamas	22024.19431	1986
Bahrain	18782.86544	1986
Bangladesh	735.9421772	1986
Barbados	13560.56435	1986
Belgium	22024.75308	1986
Belize	3554.56711	1986
Benin	1285.076926	1986
Bermuda	49848.16737	1986
Bhutan	1177.587335	1986
Bolivia	2734.535576	1986
Bosnia and Herzegovina	4383.550954	1986
Botswana	5889.640899	1986
Brazil	7685.059288	1986
British Virgin Islands	4261.59386	1986
Brunei	54048.44067	1986
Bulgaria	8236.461605	1986
Burkina Faso	955.3974005	1986
Burundi	611.8882392	1986
Cambodia	724.2140049	1986
Cameroon	2824.449523	1986
Canada	25921.16702	1986
Cape Verde	1408.062061	1986
Cayman Islands	40244.34765	1986
Central African Rep.	887.1777963	1986
Chad	1010.51817	1986
Chile	5290.958036	1986
China	1273.313536	1986
Colombia	4719.372345	1986
Comoros	1296.800346	1986
Congo, Dem. Rep.	676.3524858	1986
Congo, Rep.	4302.4737	1986
Cook Islands	7922.001229	1986
Costa Rica	5525.604331	1986
Cote d'Ivoire	2267.41552	1986
Croatia	14045.06009	1986
Cuba	7651.768023	1986
Cyprus	13820.97986	1986
Czech Rep.	16259.80427	1986
Denmark	25074.25739	1986
Djibouti	2949.02455	1986
Dominica	5403.887657	1986
Dominican Rep.	2754.833472	1986
Ecuador	7096.7344	1986
Egypt	3878.425762	1986
El Salvador	4109.363537	1986
Equatorial Guinea	936.0546989	1986
Eritrea	491.5491528	1986
Ethiopia	541.1698043	1986
Fiji	3197.958475	1986
Finland	20367.54884	1986
France	21656.22833	1986
French Polynesia	22429.06134	1986
Gabon	14768.65742	1986
Gambia	601.558093	1986
Georgia	6499.972811	1986
Germany	24274.55914	1986
Ghana	831.2096583	1986
Greece	16232.97626	1986
Greenland	27768.53757	1986
Grenada	4491.843979	1986
Guatemala	4220.980973	1986
Guernsey	30343.5377	1986
Guinea	801.2482795	1986
Guinea-Bissau	765.2238632	1986
Guyana	2133.584173	1986
Haiti	1876.282621	1986
Honduras	2952.67476	1986
Hong Kong, China	17935.51971	1986
Hungary	12767.15527	1986
Iceland	25107.72219	1986
India	956.1875774	1986
Indonesia	1690.434016	1986
Iran	6961.795989	1986
Iraq	11479.74332	1986
Ireland	13252.76427	1986
Isle of Man	13460.96378	1986
Israel	16227.0521	1986
Italy	18479.36644	1986
Jamaica	5905.203265	1986
Japan	21588.49152	1986
Jordan	4483.232771	1986
Kenya	1330.645003	1986
Kiribati	2423.255416	1986
Korea, Dem. Rep.	4106.291145	1986
Korea, Rep.	7727.467661	1986
Kuwait	30593.24186	1986
Laos	1161.605454	1986
Latvia	9893.284982	1986
Lebanon	7663.708337	1986
Lesotho	755.0458135	1986
Liberia	507.8326219	1986
Libya	12367.27129	1986
Liechtenstein	45734.84014	1986
Luxembourg	33355.97899	1986
Macao, China	17058.9834	1986
Macedonia, FYR	8581.894013	1986
Madagascar	1163.495449	1986
Malawi	656.7742191	1986
Malaysia	5108.025719	1986
Maldives	1588.808828	1986
Mali	683.7627258	1986
Malta	10774.39778	1986
Marshall Islands	6408.952269	1986
Mauritania	1416.144154	1986
Mauritius	4386.070982	1986
Mexico	8713.361541	1986
Micronesia, Fed. Sts.	5220.77627	1986
Monaco	28289.56782	1986
Mongolia	2322.068637	1986
Montenegro	11921.34634	1986
Montserrat	10440.46026	1986
Morocco	2889.606627	1986
Mozambique	369.163441	1986
Myanmar	414	1986
Namibia	3698.86852	1986
Nauru	13879.23347	1986
Nepal	765.1739358	1986
Netherlands	23368.00461	1986
Netherlands Antilles	17385.59461	1986
New Caledonia	23927.70253	1986
New Zealand	18979.54569	1986
Nicaragua	3050.9397	1986
Niger	711.642741	1986
Nigeria	1434.076131	1986
Norway	31050.82105	1986
Oman	17386.2858	1986
Pakistan	1660.575974	1986
Palau	12919.90545	1986
Panama	7003.710842	1986
Papua New Guinea	1739.11221	1986
Paraguay	3943.637435	1986
Peru	5987.604668	1986
Philippines	2148.117428	1986
Poland	9263.851026	1986
Portugal	12266.89424	1986
Puerto Rico	11812.67654	1986
Qatar	42994.47997	1986
Reunion	5363.428089	1986
Romania	9942.7471	1986
Rwanda	879.8744115	1986
Saint Kitts and Nevis	7056.980405	1986
Saint Lucia	6166.824966	1986
Saint Vincent and the Grenadines	3694.012751	1986
Samoa	3642.485712	1986
San Marino	24352.6211	1986
Sao Tome and Principe	1583.515321	1986
Saudi Arabia	21161.2434	1986
Senegal	1427.989223	1986
Serbia	16126.32221	1986
Seychelles	9978.487564	1986
Sierra Leone	1258.362822	1986
Singapore	17417.20534	1986
Slovak Republic	11999.8954	1986
Slovenia	18979.16819	1986
Solomon Islands	1792.378951	1986
Somalia	1075.69939	1986
South Africa	7859.346878	1986
Spain	14982.64885	1986
Sri Lanka	1885.813184	1986
Sudan	1508.831373	1986
Suriname	6009.132795	1986
Swaziland	3813.04017	1986
Sweden	22960.83959	1986
Switzerland	30273.42434	1986
Syria	3173.697773	1986
Taiwan	9903.312959	1986
Tanzania	816.7308128	1986
Thailand	2764.199191	1986
Togo	1228.381331	1986
Tonga	3979.681642	1986
Trinidad and Tobago	7818.138979	1986
Tunisia	3656.877584	1986
Turkey	4780.166617	1986
Turks and Caicos Islands	13959.16862	1986
Tuvalu	2467.759721	1986
Uganda	603.2414122	1986
United Arab Emirates	29225.29529	1986
United Kingdom	20747.69266	1986
United States	29161.68646	1986
Uruguay	6946.573451	1986
Vanuatu	3314.970117	1986
Venezuela	9411.916498	1986
West Bank and Gaza	4945.406794	1986
Vietnam	809.9260328	1986
Yemen, Rep.	1955.752751	1986
Zambia	1223.735344	1986
Zimbabwe	742.3035975	1986
Afghanistan	852.3959448	1987
Albania	3738.932735	1987
Algeria	5681.358539	1987
Andorra	26576.0008	1987
Angola	2430.208311	1987
Anguilla	10604.34808	1987
Antigua and Barbuda	9474.137689	1987
Argentina	9139.671389	1987
Aruba	17674.3389	1987
Australia	21888.88903	1987
Austria	23687.82607	1987
Bahamas	22438.01353	1987
Bahrain	18524.02406	1987
Bangladesh	751.9794035	1987
Barbados	13783.20898	1987
Belgium	22525.56308	1987
Belize	3844.931896	1987
Benin	1225.85601	1987
Bermuda	51512.55301	1987
Bhutan	1494.290085	1987
Bolivia	2753.69149	1987
Bosnia and Herzegovina	4314.114757	1987
Botswana	6205.88385	1987
Brazil	7807.095818	1987
British Virgin Islands	4664.279877	1987
Brunei	53585.90355	1987
Bulgaria	8239.854824	1987
Burkina Faso	912.0631417	1987
Burundi	621.8188189	1987
Cambodia	683.8955732	1987
Cameroon	2602.664206	1987
Canada	26626.51503	1987
Cape Verde	1481.038343	1987
Cayman Islands	41928.8868	1987
Central African Rep.	844.8763504	1987
Chad	952.386129	1987
