country	year	pop	gdpPercap	continent	lifeExp
France	1994	57906847	24747.81699	Europe	77.95
France	1995	58149727	25214.34926	Europe	78.07
France	1996	58388408	25406.80475	Europe	78.28
France	1997	58623428	25889.78487	Europe	78.64
France	1998	58866290	26704.51324	Europe	78.81
France	1999	59116128	27466.21016	Europe	78.94
France	2000	59381628	28443.62305	Europe	79.25
France	2001	59658144	28827.72241	Europe	79.44
France	2002	59925035	28926.03234	Europe	79.59
France	2003	60180529	28970.5971	Europe	79.59
France	2004	60424213	29466.09716	Europe	80.52
France	2005	60656178	29644	Europe	80.5
France	2007	61083916	30470.0167	Europe	80.657
French Guiana	2002	182333	8869.848746		75.142
French Polynesia	1967	102756	14244.02282		59.191
French Polynesia	1972	124000	14567.15624		60.926
French Polynesia	1977	138156	16682.10682		62.427
French Polynesia	1982	160416	19673.48757		66.234
French Polynesia	1987	185839	23454.40806		68.211
French Polynesia	1992	212174	24021.20192		70.182
French Polynesia	1997	235770	22634.06126		71.821
French Polynesia	2002	257847	25224.32969		73.01
French Polynesia	2007	278633	26766.84485		74.057
Gabon	1952	420702	4293.476475	Africa	37.003
Gabon	1957	434904	4976.198099	Africa	38.999
Gabon	1962	455661	6631.459222	Africa	40.489
Gabon	1967	489004	8358.761987	Africa	44.598
Gabon	1972	537977	11401.94841	Africa	48.69
Gabon	1977	706367	21745.57328	Africa	52.79
Gabon	1982	753874	15113.36194	Africa	56.564
Gabon	1987	880397	11864.40844	Africa	60.19
Gabon	1992	985739	13522.15752	Africa	61.366
Gabon	1997	1126189	14722.84188	Africa	60.461
Gabon	2002	1299304	12521.71392	Africa	56.761
Gabon	2007	1454867	13206.48452	Africa	56.735
Gambia	1952	284320	485.2306591	Africa	30
Gambia	1957	323150	520.9267111	Africa	32.065
Gambia	1962	374020	599.650276	Africa	33.896
Gambia	1967	439593	734.7829124	Africa	35.857
Gambia	1972	517101	756.0868363	Africa	38.308
Gambia	1977	608274	884.7552507	Africa	41.842
Gambia	1982	715523	835.8096108	Africa	45.58
Gambia	1987	848406	611.6588611	Africa	49.265
Gambia	1992	1025384	665.6244126	Africa	52.644
Gambia	1997	1235767	653.7301704	Africa	55.861
Gambia	2002	1457766	660.5855997	Africa	58.041
Gambia	2007	1688359	752.7497265	Africa	59.448
Georgia	1967	4564785	3029.799086		66.654
Georgia	1972	4786475	3741.226071		68.158
Georgia	1977	4963464	5086.053989		69.634
Georgia	1982	5101213	6359.829881		69.638
Georgia	1987	5239970	6514.539988		70.45
Georgia	1992	5355289	2393.030934		70.465
Georgia	1997	4883476	2085.641338		70.49
Georgia	2002	4728357	2637.562323		70.476
Georgia	2007	4646003	4386.560389		70.987
Germany	1950	68374572	6090.034207	Europe	66.47296
Germany	1952	69145952	7144.114393	Europe	67.5
Germany	1957	71019069	10187.82665	Europe	69.1
Germany	1962	73739117	12902.46291	Europe	70.3
Germany	1967	76368453	14745.62561	Europe	70.8
Germany	1972	78717088	18016.18027	Europe	71
Germany	1977	78160773	20512.92123	Europe	72.5
Germany	1982	78335266	22031.53274	Europe	73.8
Germany	1987	77718298	24639.18566	Europe	74.847
Germany	1991	79984244	26127.05882	Europe	75.61
Germany	1992	80597764	26505.30317	Europe	76.07
Germany	1993	81132272	26119.4586	Europe	76.15
Germany	1994	81414164	26720.64284	Europe	76.47
Germany	1995	81653702	27145.95792	Europe	76.65
Germany	1996	81890667	27336.46604	Europe	76.9
Germany	1997	82011073	27788.88416	Europe	77.34
Germany	1998	82023672	28291.5981	Europe	77.7
Germany	1999	82074778	28842.65612	Europe	77.94
Germany	2000	82187909	29726.87876	Europe	78.21
Germany	2001	82280551	30061.39867	Europe	78.57
Germany	2002	82350671	30035.80198	Europe	78.67
Germany	2003	82398326	29952.93665	Europe	78.74
Germany	2004	82424609	30260.6614	Europe	79.33
Germany	2005	82431390	30496	Europe	79.46
Germany	2006	82422299	31374.42754	Europe	79.79
Germany	2007	82400996	32170.37442	Europe	79.406
Ghana	1952	5581001	911.2989371	Africa	43.149
Ghana	1957	6391288	1043.561537	Africa	44.779
Ghana	1962	7355248	1190.041118	Africa	46.452
Ghana	1967	8490213	1125.69716	Africa	48.072
Ghana	1972	9354120	1178.223708	Africa	49.875
Ghana	1977	10538093	993.2239571	Africa	51.756
Ghana	1982	11400338	876.032569	Africa	53.744
Ghana	1987	14168101	847.0061135	Africa	55.729
Ghana	1992	16278738	925.060154	Africa	57.501
Ghana	1997	18418288	1005.245812	Africa	58.556
Ghana	2002	20550751	1111.984578	Africa	58.453
Ghana	2007	22873338	1327.60891	Africa	60.022
Greece	1950	7566028	3293.034773	Europe	65.7
Greece	1952	7733250	3530.690067	Europe	65.86
Greece	1957	8096218	4916.299889	Europe	67.86
Greece	1962	8448233	6017.190733	Europe	69.51
Greece	1967	8716441	8513.097016	Europe	71
Greece	1972	8888628	12724.82957	Europe	72.34
Greece	1977	9308479	14195.52428	Europe	73.68
Greece	1982	9786480	15268.42089	Europe	75.24
Greece	1987	9974490	16120.52839	Europe	76.67
Greece	1992	10325429	17541.49634	Europe	77.03
Greece	1997	10502372	18747.69814	Europe	77.869
Greece	2002	10603863	22514.2548	Europe	78.256
Greece	2007	10706290	27538.41188	Europe	79.483
Grenada	1972	96618	2404.583938		64.577
Grenada	1977	94280	3439.562709		65.035
Grenada	1982	92112	3872.355321		65.503
Grenada	1987	92719	4947.827429		66.002
Grenada	1992	91487	6098.92279		66.469
Grenada	1997	90005	6690.021834		66.986
Grenada	2002	89211	8365.58996		67.746
Grenada	2007	89971	9148.007954		68.724
Guadeloupe	2002	435739	6987.870004		78.405
Guatemala	1952	3146381	2428.237769	Americas	42.023
Guatemala	1957	3640876	2617.155967	Americas	44.142
Guatemala	1962	4208858	2750.364446	Americas	46.954
Guatemala	1967	4690773	3242.531147	Americas	50.016
Guatemala	1972	5149581	4031.408271	Americas	53.738
Guatemala	1977	5703430	4879.992748	Americas	56.029
Guatemala	1982	6395630	4820.49479	Americas	58.137
Guatemala	1987	7326406	4246.485974	Americas	60.782
Guatemala	1992	8486949	4439.45084	Americas	63.373
Guatemala	1997	9803875	4684.313807	Americas	66.322
Guatemala	2002	11178650	4858.347495	Americas	68.978
Guatemala	2007	12572928	5186.050003	Americas	70.259
Guinea	1952	2664249	510.1964923	Africa	33.609
Guinea	1957	2876726	576.2670245	Africa	34.558
Guinea	1962	3140003	686.3736739	Africa	35.753
Guinea	1967	3451418	708.7595409	Africa	37.197
Guinea	1972	3811387	741.6662307	Africa	38.842
Guinea	1977	4227026	874.6858643	Africa	40.762
Guinea	1982	4710497	857.2503577	Africa	42.891
Guinea	1987	5650262	805.5724718	Africa	45.552
Guinea	1992	6990574	794.3484384	Africa	48.576
Guinea	1997	8048834	869.4497668	Africa	51.455
Guinea	2002	8807818	945.5835837	Africa	53.676
Guinea	2007	9947814	942.6542111	Africa	56.007
Guinea-Bissau	1952	580653	299.850319	Africa	32.5
Guinea-Bissau	1957	601095	431.7904566	Africa	33.489
Guinea-Bissau	1962	627820	522.0343725	Africa	34.488
Guinea-Bissau	1967	601287	715.5806402	Africa	35.492
Guinea-Bissau	1972	625361	820.2245876	Africa	36.486
Guinea-Bissau	1977	745228	764.7259628	Africa	37.465
Guinea-Bissau	1982	825987	838.1239671	Africa	39.327
Guinea-Bissau	1987	927524	736.4153921	Africa	41.245
Guinea-Bissau	1992	1050938	745.5398706	Africa	43.266
Guinea-Bissau	1997	1193708	796.6644681	Africa	44.873
Guinea-Bissau	2002	1332459	575.7047176	Africa	45.504
Guinea-Bissau	2007	1472041	579.231743	Africa	46.388
Guyana	1962	597896	2202.776732	Americas	57.32
Guyana	1967	672848	2325.092727	Americas	59.187
Guyana	1972	742869	2439.146406	Americas	59.958
Guyana	1977	758334	2760.808387	Americas	60.651
Guyana	1982	761673	2334.359864	Americas	60.923
Guyana	1987	755464	2169.065751	Americas	61.79
Guyana	1992	747460	2234.654246	Americas	62.531
Guyana	1997	746336	3131.958941	Americas	62.06
Guyana	2002	759104	3237.953172	Americas	63.578
Guyana	2007	769095	3586.042643	Americas	66.827
Haiti	1952	3201488	1840.366939		37.579
Haiti	1957	3507701	1726.887882		40.696
Haiti	1962	3880130	1796.589032		43.59
Haiti	1967	4318137	1452.057666		46.243
Haiti	1972	4698301	1654.456946		48.042
Haiti	1977	4908554	1874.298931		49.923
Haiti	1982	5198399	2011.159549		51.461
Haiti	1987	5756203	1823.015995		53.636
Haiti	1992	6326682	1456.309517		55.089
Haiti	1997	6913545	1341.726931		56.671
Haiti	2002	7607651	1270.364932		58.137
Haiti	2007	8502814	1201.637154		60.916
Honduras	1952	1517453	2194.926204	Americas	41.912
Honduras	1957	1770390	2220.487682	Americas	44.665
Honduras	1962	2090162	2291.156835	Americas	48.041
Honduras	1967	2500689	2538.269358	Americas	50.924
Honduras	1972	2965146	2529.842345	Americas	53.884
Honduras	1977	3055235	3203.208066	Americas	57.402
Honduras	1982	3669448	3121.760794	Americas	60.909
Honduras	1987	4372203	3023.096699	Americas	64.492
Honduras	1992	5077347	3081.694603	Americas	66.399
Honduras	1997	5867957	3160.454906	Americas	67.659
Honduras	2002	6677328	3099.72866	Americas	68.565
Honduras	2007	7483763	3548.330846	Americas	70.198
Hong Kong, China	1952	2125900	3054.421209		60.96
Hong Kong, China	1957	2736300	3629.076457		64.75
Hong Kong, China	1962	3305200	4692.648272		67.65
Hong Kong, China	1967	3722800	6197.962814		70
Hong Kong, China	1972	4115700	8315.928145		72
Hong Kong, China	1977	4583700	11186.14125		73.6
Hong Kong, China	1982	5264500	14560.53051		75.45
Hong Kong, China	1987	5584510	20038.47269		76.2
Hong Kong, China	1992	5829696	24757.60301		77.601
Hong Kong, China	1997	6495918	28377.63219		80
Hong Kong, China	2002	6762476	30209.01516		81.495
Hong Kong, China	2007	6980412	39724.97867		82.208
Hungary	1950	9338000	4726.19128	Europe	62.07
Hungary	1951	9423000	5135.947955	Europe	62.46
Hungary	1952	9504000	5263.673816	Europe	64.03
Hungary	1953	9595000	5308.48868	Europe	63.87
Hungary	1954	9706000	5431.85557	Europe	65.43
Hungary	1955	9825000	5850.989	Europe	66.88
Hungary	1956	9911000	5537.722375	Europe	66.04
Hungary	1957	9839000	6040.180011	Europe	66.41
Hungary	1958	9882000	6416.726703	Europe	67.42
Hungary	1959	9937000	6639.866073	Europe	67.32
Hungary	1960	9983512	6954.291576	Europe	68.09
Hungary	1961	10029000	7272.793578	Europe	69.02
Hungary	1962	10063000	7550.359877	Europe	67.96
Hungary	1963	10091000	7942.533059	Europe	68.98
Hungary	1964	10124000	8362.477399	Europe	69.48
Hungary	1965	10152934	8403.477994	Europe	69.17
Hungary	1966	10184561	8854.418758	Europe	69.93
Hungary	1967	10223422	9326.64467	Europe	69.5
Hungary	1968	10263542	9403.183999	Europe	69.33
Hungary	1969	10302814	9647.235758	Europe	69.4
Hungary	1970	10337004	9581.972224	Europe	69.24
Hungary	1971	10364869	9982.612568	Europe	69.13
Hungary	1972	10394091	10168.65611	Europe	69.76
Hungary	1973	10425984	10663.66869	Europe	69.63
Hungary	1974	10471272	10892.94031	Europe	69.35
Hungary	1975	10531820	11062.45819	Europe	69.4
Hungary	1976	10588729	11035.56516	Europe	69.69
Hungary	1977	10637171	11674.83737	Europe	69.95
Hungary	1978	10673300	11917.24411	Europe	69.49
Hungary	1979	10698234	11912.90808	Europe	69.7
Hungary	1980	10711122	12018.55475	Europe	69.11
Hungary	1981	10711848	12102.59883	Europe	69.17
Hungary	1982	10705535	12545.99066	Europe	69.39
Hungary	1983	10689463	12435.83335	Europe	68.95
Hungary	1984	10668095	12786.878	Europe	68.99
Hungary	1985	10648713	12495.19625	Europe	68.93
Hungary	1986	10630563	12767.15527	Europe	69.13
Hungary	1987	10612740	12986.47998	Europe	69.58
Hungary	1988	10442500	13399.3031	Europe	69.96
Hungary	1989	10397959	13155.25136	Europe	69.41
Hungary	1990	10371878	12308.90783	Europe	69.39
Hungary	1991	10364737	10851.83045	Europe	69.45
Hungary	1992	10348684	10535.62855	Europe	69.17
Hungary	1993	10329012	10494.88175	Europe	69.17
Hungary	1994	10312714	10821.25689	Europe	69.61
Hungary	1995	10295874	11000.40519	Europe	70.01
Hungary	1996	10273591	11169.78598	Europe	70.59
Hungary	1997	10244684	11712.7768	Europe	71.04
Hungary	1998	10211127	12319.40798	Europe	70.97
Hungary	1999	10172673	12874.41924	Europe	71.1
Hungary	2000	10137449	13592.35087	Europe	71.83
Hungary	2001	10109467	14185.5176	Europe	72.47
Hungary	2002	10083313	14843.93556	Europe	72.59
Hungary	2003	10057745	15506.20095	Europe	72.61
Hungary	2004	10032375	16291.19795	Europe	73.01
Hungary	2005	10006835	17014	Europe	72.97
Hungary	2007	9956108	18008.94444	Europe	73.338
Iceland	1950	142938	7750.291535	Europe	71.01
Iceland	1951	145604	7468.805837	Europe	71.05
Iceland	1952	147962	7267.688428	Europe	72.49
Iceland	1953	151036	8211.292176	Europe	72.31
Iceland	1954	154563	8800.722567	Europe	73.36
Iceland	1955	158044	9458.671799	Europe	73.3
Iceland	1956	161358	9489.0241	Europe	72.98
Iceland	1957	165110	9244.001412	Europe	73.47
Iceland	1958	168771	9789.869797	Europe	73.43
Iceland	1959	172314	9768.93049	Europe	72.66
Iceland	1960	175860	9890.0665	Europe	74.09
Iceland	1961	178905	9724.49065	Europe	73.47
Iceland	1962	182053	10350.15906	Europe	73.68
Iceland	1963	185481	11221.63427	Europe	72.98
Iceland	1964	188847	12133.87365	Europe	73.57
Iceland	1965	192288	12794.8827	Europe	73.84
Iceland	1966	195610	13701.27415	Europe	73.23
Iceland	1967	198676	13319.89568	Europe	73.73
Iceland	1968	201245	12441.43872	Europe	73.94
Iceland	1969	202920	12659.10905	Europe	73.71
Iceland	1970	204104	13532.83678	Europe	73.81
Iceland	1971	206092	15128.82588	Europe	73.55
Iceland	1972	209275	15798.06362	Europe	74.46
Iceland	1973	212364	16670.02132	Europe	74.31
Iceland	1974	215324	17375.5854	Europe	74.37
Iceland	1975	218031	17297.44397	Europe	75.35
Iceland	1976	220133	18179.25077	Europe	76.71
Iceland	1977	221823	19654.96247	Europe	76.11
Iceland	1978	223587	20649.68327	Europe	76.42
Iceland	1979	225749	21453.7783	Europe	76.63
Iceland	1980	228161	22434.85748	Europe	76.66
Iceland	1981	230803	23121.40777	Europe	76.35
Iceland	1982	233997	23269.6075	Europe	76.99
Iceland	1983	237041	22499.89615	Europe	76.63
Iceland	1984	239498	23215.83465	Europe	77.43
Iceland	1985	241403	23821.70912	Europe	77.56
Iceland	1986	242999	25107.72219	Europe	78.09
Iceland	1987	244676	26923.20628	Europe	77.23
Iceland	1988	249885	26435.22394	Europe	77.08
Iceland	1989	252746	26317.46255	Europe	78.15
Iceland	1990	254719	26372.87842	Europe	77.98
Iceland	1991	256831	26332.62091	Europe	77.94
Iceland	1992	259012	25144.39201	Europe	78.77
Iceland	1993	261270	25030.85874	Europe	78.98
Iceland	1994	266075	25941.5378	Europe	79.24
Iceland	1995	267527	25840.48851	Europe	78.05
Iceland	1996	269000	27027.25401	Europe	78.84
Iceland	1997	271192	28061.09966	Europe	78.95
Iceland	1998	274000	29256.69932	Europe	79.67
Iceland	1999	277280	30042.93674	Europe	79.46
Iceland	2000	281043	31092.02544	Europe	79.72
Iceland	2001	284812	31830.54252	Europe	80.64
Iceland	2002	288030	31163.20196	Europe	80.5
Iceland	2003	291064	31937.00631	Europe	81.06
Iceland	2004	293966	34279.1786	Europe	80.95
Iceland	2005	296737	35630	Europe	81.43
Iceland	2006	299388	36233.27382	Europe	81.12
Iceland	2007	301931	36180.78919	Europe	81.757
India	1952	3.72e+08	546.5657493	Asia	37.373
India	1957	4.09e+08	590.061996	Asia	40.249
India	1962	4.54e+08	658.3471509	Asia	43.605
India	1967	5.06e+08	700.7706107	Asia	47.193
India	1972	5.67e+08	724.032527	Asia	50.651
India	1977	6.34e+08	813.337323	Asia	54.208
India	1982	7.08e+08	855.7235377	Asia	56.596
India	1987	7.88e+08	976.5126756	Asia	58.553
India	1992	8.72e+08	1164.406809	Asia	60.223
India	1997	9.59e+08	1458.817442	Asia	61.765
India	2002	1034172547	1746.769454	Asia	62.879
India	2007	1110396331	2452.210407	Asia	64.698
Indonesia	1952	82052000	749.6816546	Asia	37.468
Indonesia	1957	90124000	858.9002707	Asia	39.918
Indonesia	1962	99028000	849.2897701	Asia	42.518
Indonesia	1967	109343000	762.4317721	Asia	45.964
Indonesia	1972	121282000	1111.107907	Asia	49.203
Indonesia	1977	136725000	1382.702056	Asia	52.702
Indonesia	1982	153343000	1516.872988	Asia	56.159
Indonesia	1987	169276000	1748.356961	Asia	60.137
Indonesia	1992	184816000	2383.140898	Asia	62.681
Indonesia	1997	199278000	3119.335603	Asia	66.041
Indonesia	2002	211060000	2873.91287	Asia	68.588
Indonesia	2007	223547000	3540.651564	Asia	70.65
Iran	1952	17272000	3035.326002	Asia	44.869
Iran	1957	19792000	3290.257643	Asia	47.181
Iran	1962	22874000	4187.329802	Asia	49.325
Iran	1967	26538000	5906.731805	Asia	52.469
Iran	1972	30614000	9613.818607	Asia	55.234
Iran	1977	35480679	11888.59508	Asia	57.702
Iran	1982	43072751	7608.334602	Asia	59.62
Iran	1987	51889696	6642.881371	Asia	63.04
Iran	1992	60397973	7235.653188	Asia	65.742
Iran	1997	63327987	8263.590301	Asia	68.042
Iran	2002	66907826	9240.761975	Asia	69.451
Iran	2007	69453570	11605.71449	Asia	70.964
Iraq	1952	5441766	4129.766056	Asia	45.32
Iraq	1957	6248643	6229.333562	Asia	48.437
Iraq	1962	7240260	8341.737815	Asia	51.457
Iraq	1967	8519282	8931.459811	Asia	54.459
Iraq	1972	10061506	9576.037596	Asia	56.95
Iraq	1977	11882916	14688.23507	Asia	60.413
Iraq	1982	14173318	14517.90711	Asia	62.038
Iraq	1987	16543189	11643.57268	Asia	65.044
Iraq	1992	17861905	3745.640687	Asia	59.461
Iraq	1997	20775703	3076.239795	Asia	58.811
Iraq	2002	24001816	4390.717312	Asia	57.046
Iraq	2007	27499638	4471.061906	Asia	59.545
Ireland	1951	2959311	5069.589769	Europe	65.8
Ireland	1952	2952156	5210.280328	Europe	66.91
Ireland	1957	2878220	5599.077872	Europe	68.9
Ireland	1962	2830000	6631.597314	Europe	70.29
Ireland	1967	2900100	7655.568963	Europe	71.08
Ireland	1972	3024400	9530.772896	Europe	71.28
Ireland	1977	3271900	11150.98113	Europe	72.03
Ireland	1982	3480000	12618.32141	Europe	73.1
Ireland	1987	3539900	13872.86652	Europe	74.36
Ireland	1992	3557761	17558.81555	Europe	75.467
Ireland	1997	3667233	24521.94713	Europe	76.122
Ireland	2002	3879155	34077.04939	Europe	77.783
Ireland	2007	4109086	40675.99635	Europe	78.885
Israel	1952	1620914	4086.522128	Asia	65.39
Israel	1957	1944401	5385.278451	Asia	67.84
Israel	1962	2310904	7105.630706	Asia	69.39
Israel	1967	2693585	8393.741404	Asia	70.75
Israel	1972	3095893	12786.93223	Asia	71.63
Israel	1977	3495918	13306.61921	Asia	73.06
Israel	1982	3858421	15367.0292	Asia	74.45
Israel	1987	4203148	17122.47986	Asia	75.6
Israel	1992	4936550	18051.52254	Asia	76.93
Israel	1997	5531387	20896.60924	Asia	78.269
Israel	2002	6029529	21905.59514	Asia	79.696
Israel	2007	6426679	25523.2771	Asia	80.745
Italy	1950	47105000	4461.067193	Europe	65.77
Italy	1951	47418000	4719.636757	Europe	65.31
Italy	1952	47666000	4931.404155	Europe	65.94
Italy	1953	47957000	5222.079917	Europe	66.58
Italy	1954	48299000	5436.140736	Europe	67.9
Italy	1955	48633000	5733.705071	Europe	68.25
Italy	1956	48921000	5958.252391	Europe	67.64
Italy	1957	49182000	6248.656232	Europe	67.81
Italy	1958	49476000	6518.368168	Europe	68.87
Italy	1959	49832000	6885.772019	Europe	69.32
Italy	1960	50197600	7314.830776	Europe	69.21
Italy	1961	50523200	7820.210212	Europe	69.85
Italy	1962	50843200	8243.58234	Europe	69.24
Italy	1963	51198300	8636.90716	Europe	69.35
Italy	1964	51600200	8821.596841	Europe	70.4
Italy	1965	51987100	9011.540421	Europe	70.27
Italy	1966	52331600	9503.610165	Europe	71.02
Italy	1967	52667100	10022.40131	Europe	71.06
Italy	1968	52986600	10694.07481	Europe	70.88
Italy	1969	53317000	11274.39824	Europe	70.9
Italy	1970	53661100	11788.23346	Europe	71.66
Italy	1971	54005500	11939.21503	Europe	71.91
Italy	1972	54365564	12269.27378	Europe	72.19
Italy	1973	54796843	13133.74758	Europe	72.13
Italy	1974	55226259	13614.98029	Europe	72.85
Italy	1975	55571894	13160.78533	Europe	72.76
Italy	1976	55838536	14021.92932	Europe	73.11
Italy	1977	56059245	14255.98475	Europe	73.48
Italy	1978	56240143	14831.3966	Europe	73.83
Italy	1979	56367710	15712.13998	Europe	74.16
Italy	1980	56451247	16201.88298	Europe	74.12
Italy	1981	56502489	16362.80286	Europe	74.51
Italy	1982	56535636	16537.4835	Europe	74.98
Italy	1983	56630129	16717.44341	Europe	74.8
Italy	1984	56696963	17530.69389	Europe	75.56
Italy	1985	56731215	18078.9509	Europe	75.67
Italy	1986	56733833	18479.36644	Europe	76
Italy	1987	56729703	19207.23482	Europe	76.42
Italy	1988	56734027	20293.85091	Europe	76.6
Italy	1989	56737529	21166.47838	Europe	77
Italy	1990	56742886	21561.42044	Europe	77.06
Italy	1991	56747462	21755.39858	Europe	77.07
Italy	1992	56840847	22013.64486	Europe	77.44
Italy	1993	57026746	21826.21878	Europe	77.72
Italy	1994	57179460	22471.2282	Europe	77.94
Italy	1995	57274531	23680.30912	Europe	78.19
Italy	1996	57367032	23897.55367	Europe	78.51
Italy	1997	57479469	24675.02446	Europe	78.82
Italy	1998	57550318	25409.99448	Europe	78.92
Italy	1999	57603634	26128.82464	Europe	79.31
Italy	2000	57719337	27160.46843	Europe	79.72
Italy	2001	57844924	27779.73034	Europe	80
Italy	2002	57926999	27968.09817	Europe	80.24
Italy	2003	57998353	27839.64196	Europe	80.32
Italy	2004	58057477	27887.57345	Europe	81.18
Italy	2007	58147733	28569.7197	Europe	80.546
Jamaica	1952	1426095	2898.530881	Americas	58.53
Jamaica	1957	1535090	4756.525781	Americas	62.61
Jamaica	1962	1665128	5246.107524	Americas	65.61
Jamaica	1967	1861096	6124.703451	Americas	67.51
Jamaica	1972	1997616	7433.889293	Americas	69
Jamaica	1977	2156814	6650.195573	Americas	70.11
Jamaica	1982	2298309	6068.05135	Americas	71.21
Jamaica	1987	2326606	6351.237495	Americas	71.77
Jamaica	1992	2378618	7404.923685	Americas	71.766
Jamaica	1997	2531311	7121.924704	Americas	72.262
Jamaica	2002	2664659	6994.774861	Americas	72.047
Jamaica	2007	2780132	7320.880262	Americas	72.567
Japan	1950	83805000	2644.585447	Asia	59.3
Japan	1951	85163848	2926.689586	Asia	60.99
Japan	1952	86459025	3216.956347	Asia	63.03
Japan	1953	87655163	3406.853094	Asia	63.37
Japan	1954	88753892	3554.902815	Asia	64.61
Japan	1955	89815060	3814.965272	Asia	65.77
Japan	1956	90766211	4058.838069	Asia	65.63
Japan	1957	91563009	4317.694365	Asia	65.5
Japan	1958	92388772	4528.38594	Asia	67.12
Japan	1959	93296566	4893.312509	Asia	67.51
Japan	1960	94091638	5488.805469	Asia	67.8
Japan	1961	94943293	6094.424202	Asia	68.45
Japan	1962	95831757	6576.649461	Asia	68.73
Japan	1963	96811940	7061.483649	Asia	69.81
Japan	1964	97826267	7803.680953	Asia	70.28
Japan	1965	98882534	8170.007443	Asia	70.33
Japan	1966	99790308	8957.28044	Asia	71.14
Japan	1967	100825279	9847.788607	Asia	71.43
Japan	1968	101960672	10991.99599	Asia	71.75
Japan	1969	103171831	12218.47929	Asia	71.98
Japan	1970	104344973	13374.86201	Asia	72.07
Japan	1971	105696786	13824.23536	Asia	72.89
Japan	1972	107188273	14778.78636	Asia	73.42
Japan	1973	108706797	15742.87517	Asia	73.48
Japan	1974	110162302	15344.57125	Asia	73.91
Japan	1975	111573116	15618.92782	Asia	74.41
Japan	1976	112774841	16066.66829	Asia	74.81
Japan	1977	113872473	16610.37701	Asia	75.38
Japan	1978	114912911	17327.75913	Asia	75.7
Japan	1979	115890431	18123.89211	Asia	76.21
Japan	1980	116807309	18488.25746	Asia	76.19
Japan	1981	117648092	18938.11132	Asia	76.6
Japan	1982	118454974	19384.10571	Asia	77.11
Japan	1983	119269949	19698.72425	Asia	77.14
Japan	1984	120034697	20339.95264	Asia	77.54
Japan	1985	120754335	21109.16097	Asia	77.84
Japan	1986	121491913	21588.49152	Asia	78.26
Japan	1987	122091325	22375.94189	Asia	78.67
Japan	1988	122613000	23661.03654	Asia	78.58
Japan	1989	123107500	24704.53408	Asia	79.02
Japan	1990	123537399	25870.13512	Asia	79.04
Japan	1991	123946268	26648.76575	Asia	79.31
Japan	1992	124329269	26824.89511	Asia	79.36
Japan	1993	124668019	26818.24098	Asia	79.51
Japan	1994	125014050	27037.82807	Asia	79.91
Japan	1995	125341354	27509.08014	Asia	79.76
Japan	1996	125645311	28385.15847	Asia	80.46
Japan	1997	125956499	28816.58499	Asia	80.69
Japan	1998	126246096	27904.67521	Asia	80.77
Japan	1999	126494403	27809.60299	Asia	80.74
Japan	2000	126699784	28559.60016	Asia	81.35
Japan	2001	126891645	28569.05491	Asia	81.7
Japan	2002	127065841	28604.5919	Asia	82
Japan	2003	127214499	29073.61233	Asia	82.07
Japan	2004	127333002	29742.04613	Asia	82.36
Japan	2005	127417244	30290	Asia	82.27
Japan	2006	127463611	31001.71797	Asia	82.67
Japan	2007	127467972	31656.06806	Asia	82.603
Jordan	1952	607914	1546.907807	Asia	43.158
Jordan	1957	746559	1886.080591	Asia	45.669
Jordan	1962	933559	2348.009158	Asia	48.126
Jordan	1967	1255058	2741.796252	Asia	51.629
Jordan	1972	1613551	2110.856309	Asia	56.528
Jordan	1977	1937652	2852.351568	Asia	61.134
Jordan	1982	2347031	4161.415959	Asia	63.739
Jordan	1987	2820042	4448.679912	Asia	65.869
Jordan	1992	3867409	3431.593647	Asia	68.015
Jordan	1997	4526235	3645.379572	Asia	69.772
Jordan	2002	5307470	3844.917194	Asia	71.263
Jordan	2007	6053193	4519.461171	Asia	72.535
Kazakhstan	1992	16542063	5919.908968	FSU	65.359
Kazakhstan	1997	15484518	4709.057407	FSU	62.959
Kazakhstan	2002	15077224	6667.304371	FSU	64.878
Kazakhstan	2007	15284929	10312.77139	FSU	66.996
Kenya	1952	6464046	853.540919	Africa	42.27
Kenya	1957	7454779	944.4383152	Africa	44.686
Kenya	1962	8678557	896.9663732	Africa	47.949
Kenya	1967	10191512	1056.736457	Africa	50.654
Kenya	1972	12044785	1222.359968	Africa	53.559
Kenya	1977	14500404	1267.613204	Africa	56.155
Kenya	1982	17661452	1348.225791	Africa	58.766
Kenya	1987	21198082	1361.936856	Africa	59.339
Kenya	1992	25020539	1341.921721	Africa	59.285
Kenya	1997	28263827	1360.485021	Africa	54.407
Kenya	2002	31386842	1287.514732	Africa	50.992
Kenya	2007	35610177	1463.249282	Africa	54.11
Korea, Dem. Rep.	1952	8865488	1088.277758	Asia	50.056
Korea, Dem. Rep.	1957	9411381	1571.134655	Asia	54.081
Korea, Dem. Rep.	1962	10917494	1621.693598	Asia	56.656
Korea, Dem. Rep.	1967	12617009	2143.540609	Asia	59.942
Korea, Dem. Rep.	1972	14781241	3701.621503	Asia	63.983
Korea, Dem. Rep.	1977	16325320	4106.301249	Asia	67.159
Korea, Dem. Rep.	1982	17647518	4106.525293	Asia	69.1
Korea, Dem. Rep.	1987	19067554	4106.492315	Asia	70.647
Korea, Dem. Rep.	1992	20711375	3726.063507	Asia	69.978
Korea, Dem. Rep.	1997	21585105	1690.756814	Asia	67.727
