country	continent	year	lifeExp
Japan	Asia	1963	69.81
Japan	Asia	1964	70.28
Japan	Asia	1965	70.33
Japan	Asia	1966	71.14
Japan	Asia	1967	71.43
Japan	Asia	1968	71.75
Japan	Asia	1969	71.98
Japan	Asia	1970	72.07
Japan	Asia	1971	72.89
Japan	Asia	1972	73.42
Japan	Asia	1973	73.48
Japan	Asia	1974	73.91
Japan	Asia	1975	74.41
Japan	Asia	1976	74.81
Japan	Asia	1977	75.38
Japan	Asia	1978	75.7
Japan	Asia	1979	76.21
Japan	Asia	1980	76.19
Japan	Asia	1981	76.6
Japan	Asia	1982	77.11
Japan	Asia	1983	77.14
Japan	Asia	1984	77.54
Japan	Asia	1985	77.84
Japan	Asia	1986	78.26
Japan	Asia	1987	78.67
Japan	Asia	1988	78.58
Japan	Asia	1989	79.02
Japan	Asia	1990	79.04
Japan	Asia	1991	79.31
Japan	Asia	1992	79.36
Japan	Asia	1993	79.51
Japan	Asia	1994	79.91
Japan	Asia	1995	79.76
Japan	Asia	1996	80.46
Japan	Asia	1997	80.69
Japan	Asia	1998	80.77
Japan	Asia	1999	80.74
Japan	Asia	2000	81.35
Japan	Asia	2001	81.7
Japan	Asia	2002	82
Japan	Asia	2003	82.07
Japan	Asia	2004	82.36
Japan	Asia	2005	82.27
Japan	Asia	2006	82.67
Japan	Asia	2007	82.603
Jordan	Asia	1952	43.158
Jordan	Asia	1957	45.669
Jordan	Asia	1962	48.126
Jordan	Asia	1967	51.629
Jordan	Asia	1972	56.528
Jordan	Asia	1977	61.134
Jordan	Asia	1982	63.739
Jordan	Asia	1987	65.869
Jordan	Asia	1992	68.015
Jordan	Asia	1997	69.772
Jordan	Asia	2002	71.263
Jordan	Asia	2007	72.535
Kazakhstan	FSU	1952	55.029
Kazakhstan	FSU	1957	57.189
Kazakhstan	FSU	1962	59.349
Kazakhstan	FSU	1967	61.506
Kazakhstan	FSU	1972	63.12
Kazakhstan	FSU	1977	64.192
Kazakhstan	FSU	1982	65.787
Kazakhstan	FSU	1987	67.408
Kazakhstan	FSU	1992	65.359
Kazakhstan	FSU	1997	62.959
Kazakhstan	FSU	2002	64.878
Kazakhstan	FSU	2007	66.996
Kenya	Africa	1952	42.27
Kenya	Africa	1957	44.686
Kenya	Africa	1962	47.949
Kenya	Africa	1967	50.654
Kenya	Africa	1972	53.559
Kenya	Africa	1977	56.155
Kenya	Africa	1982	58.766
Kenya	Africa	1987	59.339
Kenya	Africa	1992	59.285
Kenya	Africa	1997	54.407
Kenya	Africa	2002	50.992
Kenya	Africa	2007	54.11
Korea, Dem. Rep.	Asia	1952	50.056
Korea, Dem. Rep.	Asia	1957	54.081
Korea, Dem. Rep.	Asia	1962	56.656
Korea, Dem. Rep.	Asia	1967	59.942
Korea, Dem. Rep.	Asia	1972	63.983
Korea, Dem. Rep.	Asia	1977	67.159
Korea, Dem. Rep.	Asia	1982	69.1
Korea, Dem. Rep.	Asia	1987	70.647
Korea, Dem. Rep.	Asia	1992	69.978
Korea, Dem. Rep.	Asia	1997	67.727
Korea, Dem. Rep.	Asia	2002	66.662
Korea, Dem. Rep.	Asia	2007	67.297
Korea, Rep.	Asia	1952	47.453
Korea, Rep.	Asia	1957	52.681
Korea, Rep.	Asia	1962	55.292
Korea, Rep.	Asia	1967	57.716
Korea, Rep.	Asia	1972	62.612
Korea, Rep.	Asia	1977	64.766
Korea, Rep.	Asia	1982	67.123
Korea, Rep.	Asia	1987	69.81
Korea, Rep.	Asia	1992	72.244
Korea, Rep.	Asia	1997	74.647
Korea, Rep.	Asia	2002	77.045
Korea, Rep.	Asia	2007	78.623
Kuwait	Asia	1952	55.565
Kuwait	Asia	1957	58.033
Kuwait	Asia	1962	60.47
Kuwait	Asia	1967	64.624
Kuwait	Asia	1972	67.712
Kuwait	Asia	1977	69.343
Kuwait	Asia	1982	71.309
Kuwait	Asia	1987	74.174
Kuwait	Asia	1992	75.19
Kuwait	Asia	1997	76.156
Kuwait	Asia	2002	76.904
Kuwait	Asia	2007	77.588
Kyrgyz Republic	Asia	1952	52.888
Kyrgyz Republic	Asia	1957	55.09
Kyrgyz Republic	Asia	1962	57.301
Kyrgyz Republic	Asia	1967	59.501
Kyrgyz Republic	Asia	1972	61.186
Kyrgyz Republic	Asia	1977	62.324
Kyrgyz Republic	Asia	1982	63.969
Kyrgyz Republic	Asia	1987	66.013
Kyrgyz Republic	Asia	1992	66.126
Kyrgyz Republic	Asia	1997	64.949
Kyrgyz Republic	Asia	2002	65.349
Kyrgyz Republic	Asia	2007	65.891
Lao PDR	Asia	1952	41.922
Lao PDR	Asia	1957	43.082
Lao PDR	Asia	1962	44.251
Lao PDR	Asia	1967	45.393
Lao PDR	Asia	1972	46.544
Lao PDR	Asia	1977	48
Lao PDR	Asia	1982	49.768
Lao PDR	Asia	1987	52.354
Lao PDR	Asia	1992	56.044
Lao PDR	Asia	1997	59.45
Lao PDR	Asia	2002	61.902
Lao PDR	Asia	2007	64.416
Latvia	FSU	1952	66.02
Latvia	FSU	1957	68.9
Latvia	FSU	1959	69.54
Latvia	FSU	1960	70.3
Latvia	FSU	1961	70.54
Latvia	FSU	1962	69.88
Latvia	FSU	1963	70.29
Latvia	FSU	1964	71.52
Latvia	FSU	1965	71.2
Latvia	FSU	1966	71.16
Latvia	FSU	1967	70.82
Latvia	FSU	1968	70.46
Latvia	FSU	1969	70.2
Latvia	FSU	1970	70.22
Latvia	FSU	1971	70.57
Latvia	FSU	1972	70.25
Latvia	FSU	1973	70.2
Latvia	FSU	1974	70.11
Latvia	FSU	1975	69.28
Latvia	FSU	1976	69.41
Latvia	FSU	1977	69.45
Latvia	FSU	1978	69.35
Latvia	FSU	1979	68.87
Latvia	FSU	1980	69.19
Latvia	FSU	1981	69.13
Latvia	FSU	1982	69.71
Latvia	FSU	1983	69.47
Latvia	FSU	1984	69.51
Latvia	FSU	1985	69.63
Latvia	FSU	1986	71.01
Latvia	FSU	1987	71.05
Latvia	FSU	1988	70.99
Latvia	FSU	1989	70.46
Latvia	FSU	1990	69.51
Latvia	FSU	1991	69.24
Latvia	FSU	1992	68.57
Latvia	FSU	1993	66.78
Latvia	FSU	1994	65.53
Latvia	FSU	1995	66.33
Latvia	FSU	1996	68.93
Latvia	FSU	1997	69.56
Latvia	FSU	1998	69.2
Latvia	FSU	1999	69.99
Latvia	FSU	2000	70.56
Latvia	FSU	2001	70.32
Latvia	FSU	2002	70.68
Latvia	FSU	2003	71.17
Latvia	FSU	2004	71.51
Latvia	FSU	2005	71.25
Latvia	FSU	2007	72.674
Lebanon	Asia	1952	55.928
Lebanon	Asia	1957	59.489
Lebanon	Asia	1962	62.094
Lebanon	Asia	1967	63.87
Lebanon	Asia	1972	65.421
Lebanon	Asia	1977	66.099
Lebanon	Asia	1982	66.983
Lebanon	Asia	1987	67.926
Lebanon	Asia	1992	69.292
Lebanon	Asia	1997	70.265
Lebanon	Asia	2002	71.028
Lebanon	Asia	2007	71.993
Lesotho	Africa	1952	42.138
Lesotho	Africa	1957	45.047
Lesotho	Africa	1962	47.747
Lesotho	Africa	1967	48.492
Lesotho	Africa	1972	49.767
Lesotho	Africa	1977	52.208
Lesotho	Africa	1982	55.078
Lesotho	Africa	1987	57.18
Lesotho	Africa	1992	59.685
Lesotho	Africa	1997	55.558
Lesotho	Africa	2002	44.593
Lesotho	Africa	2007	42.592
Liberia	Africa	1952	38.48
Liberia	Africa	1957	39.486
Liberia	Africa	1962	40.502
Liberia	Africa	1967	41.536
Liberia	Africa	1972	42.614
Liberia	Africa	1977	43.764
Liberia	Africa	1982	44.852
Liberia	Africa	1987	46.027
Liberia	Africa	1992	40.802
Liberia	Africa	1997	42.221
Liberia	Africa	2002	43.753
Liberia	Africa	2007	45.678
Libya	Africa	1950	42.723
Libya	Africa	1952	42.723
Libya	Africa	1957	45.289
Libya	Africa	1962	47.808
Libya	Africa	1967	50.227
Libya	Africa	1972	52.773
Libya	Africa	1977	57.442
Libya	Africa	1982	62.155
Libya	Africa	1987	66.234
Libya	Africa	1992	68.755
Libya	Africa	1997	71.555
Libya	Africa	2002	72.737
Libya	Africa	2007	73.952
Lithuania	FSU	1952	64.8
Lithuania	FSU	1957	67.78
Lithuania	FSU	1959	67.63
Lithuania	FSU	1960	70.28
Lithuania	FSU	1961	70.47
Lithuania	FSU	1962	69.4
Lithuania	FSU	1963	70.58
Lithuania	FSU	1964	71.94
Lithuania	FSU	1965	71.69
Lithuania	FSU	1966	71.85
Lithuania	FSU	1967	71.92
Lithuania	FSU	1968	71.61
Lithuania	FSU	1969	71.22
Lithuania	FSU	1970	71.08
Lithuania	FSU	1971	72.02
Lithuania	FSU	1972	71.26
Lithuania	FSU	1973	71.61
Lithuania	FSU	1974	71.54
Lithuania	FSU	1975	71.15
Lithuania	FSU	1976	71.29
Lithuania	FSU	1977	71.04
Lithuania	FSU	1978	70.83
Lithuania	FSU	1979	70.7
Lithuania	FSU	1980	70.68
Lithuania	FSU	1981	70.66
Lithuania	FSU	1982	71.06
Lithuania	FSU	1983	70.98
Lithuania	FSU	1984	70.49
Lithuania	FSU	1985	70.65
Lithuania	FSU	1986	72.33
Lithuania	FSU	1987	72.14
Lithuania	FSU	1988	71.98
Lithuania	FSU	1989	71.65
Lithuania	FSU	1990	71.37
Lithuania	FSU	1991	70.54
Lithuania	FSU	1992	70.4
Lithuania	FSU	1993	69.01
Lithuania	FSU	1994	68.58
Lithuania	FSU	1995	69.02
Lithuania	FSU	1996	70.14
Lithuania	FSU	1997	70.98
Lithuania	FSU	1998	71.31
Lithuania	FSU	1999	71.69
Lithuania	FSU	2000	72.14
Lithuania	FSU	2001	71.74
Lithuania	FSU	2002	71.93
Lithuania	FSU	2003	72.18
Lithuania	FSU	2004	72.14
Lithuania	FSU	2005	71.56
Lithuania	FSU	2007	72.962
Luxembourg	Europe	1950	65.7472
Luxembourg	Europe	1952	65.92
Luxembourg	Europe	1957	67.47
Luxembourg	Europe	1960	69.07
Luxembourg	Europe	1961	69.57
Luxembourg	Europe	1962	68.67
Luxembourg	Europe	1963	68.89
Luxembourg	Europe	1964	69.07
Luxembourg	Europe	1965	69.4
Luxembourg	Europe	1966	69.31
Luxembourg	Europe	1967	69.69
Luxembourg	Europe	1968	70.28
Luxembourg	Europe	1969	69.84
Luxembourg	Europe	1970	69.58
Luxembourg	Europe	1971	69.47
Luxembourg	Europe	1972	70.71
Luxembourg	Europe	1973	70.47
Luxembourg	Europe	1974	70.55
Luxembourg	Europe	1975	70.52
Luxembourg	Europe	1976	70.47
Luxembourg	Europe	1977	71.76
Luxembourg	Europe	1978	71.71
Luxembourg	Europe	1979	72.41
Luxembourg	Europe	1980	72.59
Luxembourg	Europe	1981	72.38
Luxembourg	Europe	1982	72.47
Luxembourg	Europe	1983	73.35
Luxembourg	Europe	1984	73.11
Luxembourg	Europe	1985	73.68
Luxembourg	Europe	1986	74.61
Luxembourg	Europe	1987	74.15
Luxembourg	Europe	1988	74.75
Luxembourg	Europe	1989	74.68
Luxembourg	Europe	1990	75.4
Luxembourg	Europe	1991	75.47
Luxembourg	Europe	1992	75.17
Luxembourg	Europe	1993	75.75
Luxembourg	Europe	1994	76.37
Luxembourg	Europe	1995	76.48
Luxembourg	Europe	1996	76.5
Luxembourg	Europe	1997	76.82
Luxembourg	Europe	1998	77.01
Luxembourg	Europe	1999	77.68
Luxembourg	Europe	2000	77.83
Luxembourg	Europe	2001	77.96
Luxembourg	Europe	2002	78.09
Luxembourg	Europe	2003	77.96
Luxembourg	Europe	2004	79.27
Luxembourg	Europe	2005	79.57
Macao, China	Asia	1952	53.95
Macao, China	Asia	1957	56.99
Macao, China	Asia	1962	61.03
Macao, China	Asia	1967	65
Macao, China	Asia	1972	66.42
Macao, China	Asia	1977	69.43
Macao, China	Asia	1982	74.03
Macao, China	Asia	1987	76.04
Macao, China	Asia	1992	77.3
Macao, China	Asia	1997	78.809
Macao, China	Asia	2002	79.982
Macao, China	Asia	2007	80.718
Madagascar	Africa	1952	36.681
Madagascar	Africa	1957	38.865
Madagascar	Africa	1962	40.848
Madagascar	Africa	1967	42.881
Madagascar	Africa	1972	44.851
Madagascar	Africa	1977	46.881
Madagascar	Africa	1982	48.969
Madagascar	Africa	1987	49.35
Madagascar	Africa	1992	52.214
Madagascar	Africa	1997	54.978
Madagascar	Africa	2002	57.286
Madagascar	Africa	2007	59.443
Malawi	Africa	1952	36.256
Malawi	Africa	1957	37.207
Malawi	Africa	1962	38.41
Malawi	Africa	1967	39.487
Malawi	Africa	1972	41.766
Malawi	Africa	1977	43.767
Malawi	Africa	1982	45.642
Malawi	Africa	1987	47.457
Malawi	Africa	1992	49.42
Malawi	Africa	1997	47.495
Malawi	Africa	2002	45.009
Malawi	Africa	2007	48.303
Malaysia	Asia	1952	48.463
Malaysia	Asia	1957	52.102
Malaysia	Asia	1962	55.737
Malaysia	Asia	1967	59.371
Malaysia	Asia	1972	63.01
Malaysia	Asia	1977	65.256
Malaysia	Asia	1982	68
Malaysia	Asia	1987	69.5
Malaysia	Asia	1992	70.693
Malaysia	Asia	1997	71.938
Malaysia	Asia	2002	73.044
Malaysia	Asia	2007	74.241
Maldives	NA	1952	38.88
Maldives	NA	1957	42.01
Maldives	NA	1962	45.15
Maldives	NA	1967	48.3
Maldives	NA	1972	51.44
Maldives	NA	1977	54.58
Maldives	NA	1982	57.137
Maldives	NA	1987	59.637
Maldives	NA	1992	60.989
Maldives	NA	1997	63.413
Maldives	NA	2002	65.584
Maldives	NA	2007	68.464
Mali	Africa	1952	33.685
Mali	Africa	1957	35.307
Mali	Africa	1962	36.936
Mali	Africa	1967	38.487
Mali	Africa	1972	39.977
Mali	Africa	1977	41.714
Mali	Africa	1982	43.916
Mali	Africa	1987	46.364
Mali	Africa	1992	48.388
Mali	Africa	1997	49.903
Mali	Africa	2002	51.818
Mali	Africa	2007	54.467
Malta	Europe	1952	65.944
Malta	Europe	1957	68.136
Malta	Europe	1962	68.896
Malta	Europe	1967	69.456
Malta	Europe	1972	70.648
Malta	Europe	1977	72.167
Malta	Europe	1982	73.547
Malta	Europe	1987	75.039
Malta	Europe	1992	76.274
Malta	Europe	1997	77.402
Malta	Europe	2002	78.617
Malta	Europe	2007	79.44
Martinique	NA	1952	56.582
Martinique	NA	1957	60.763
Martinique	NA	1962	64.195
Martinique	NA	1967	66.71
Martinique	NA	1972	69.158
Martinique	NA	1977	71.751
Martinique	NA	1982	73.731
Martinique	NA	1987	75.403
Martinique	NA	1992	76.385
Martinique	NA	1997	77.683
Martinique	NA	2002	78.783
Martinique	NA	2007	79.547
Mauritania	Africa	1952	40.543
Mauritania	Africa	1957	42.338
Mauritania	Africa	1962	44.248
Mauritania	Africa	1967	46.289
Mauritania	Africa	1972	48.437
Mauritania	Africa	1977	50.852
Mauritania	Africa	1982	53.599
Mauritania	Africa	1987	56.145
Mauritania	Africa	1992	58.333
Mauritania	Africa	1997	60.43
Mauritania	Africa	2002	62.247
Mauritania	Africa	2007	64.164
Mauritius	Africa	1952	50.986
Mauritius	Africa	1957	58.089
Mauritius	Africa	1962	60.246
Mauritius	Africa	1967	61.557
Mauritius	Africa	1972	62.944
Mauritius	Africa	1977	64.93
Mauritius	Africa	1982	66.711
Mauritius	Africa	1987	68.74
Mauritius	Africa	1992	69.745
Mauritius	Africa	1997	70.736
Mauritius	Africa	2002	71.954
Mauritius	Africa	2007	72.801
Mexico	Americas	1950	49.6
Mexico	Americas	1952	50.789
Mexico	Americas	1957	55.19
Mexico	Americas	1962	58.299
Mexico	Americas	1967	60.11
Mexico	Americas	1972	62.361
Mexico	Americas	1977	65.032
Mexico	Americas	1982	67.405
Mexico	Americas	1987	69.498
Mexico	Americas	1992	71.455
Mexico	Americas	1997	73.67
Mexico	Americas	2002	74.902
Mexico	Americas	2007	76.195
Micronesia, Fed. Sts.	NA	1952	54.576
Micronesia, Fed. Sts.	NA	1957	56.566
Micronesia, Fed. Sts.	NA	1962	58.551
Micronesia, Fed. Sts.	NA	1967	60.541
Micronesia, Fed. Sts.	NA	1972	62.599
Micronesia, Fed. Sts.	NA	1977	64.693
Micronesia, Fed. Sts.	NA	1982	65.328
Micronesia, Fed. Sts.	NA	1987	65.883
Micronesia, Fed. Sts.	NA	1992	66.443
Micronesia, Fed. Sts.	NA	1997	67.056
Micronesia, Fed. Sts.	NA	2002	67.573
Micronesia, Fed. Sts.	NA	2007	68.534
Moldova	Europe	1950	58.4
Moldova	Europe	1952	58.4
Moldova	Europe	1957	60.5
Moldova	Europe	1962	62.3
Moldova	Europe	1967	64.2
Moldova	Europe	1972	64.8
Moldova	Europe	1977	64.8
Moldova	Europe	1982	65.006
Moldova	Europe	1987	67.554
Moldova	Europe	1992	67.276
Moldova	Europe	1997	66.75
Moldova	Europe	2002	67.922
Moldova	Europe	2007	68.865
Mongolia	Asia	1952	42.244
Mongolia	Asia	1957	45.248
Mongolia	Asia	1962	48.251
Mongolia	Asia	1967	51.253
Mongolia	Asia	1972	53.754
Mongolia	Asia	1977	55.491
Mongolia	Asia	1982	57.489
Mongolia	Asia	1987	60.222
Mongolia	Asia	1992	61.271
Mongolia	Asia	1997	63.625
Mongolia	Asia	2002	65.033
Mongolia	Asia	2007	66.803
Montenegro	Europe	1952	59.164
Montenegro	Europe	1957	61.448
Montenegro	Europe	1962	63.728
Montenegro	Europe	1967	67.178
Montenegro	Europe	1972	70.636
Montenegro	Europe	1977	73.066
Montenegro	Europe	1982	74.101
Montenegro	Europe	1987	74.865
Montenegro	Europe	1992	75.435
Montenegro	Europe	1997	75.445
Montenegro	Europe	2002	73.981
Montenegro	Europe	2007	74.543
Morocco	Africa	1952	42.873
Morocco	Africa	1957	45.423
Morocco	Africa	1962	47.924
Morocco	Africa	1967	50.335
Morocco	Africa	1972	52.862
Morocco	Africa	1977	55.73
Morocco	Africa	1982	59.65
Morocco	Africa	1987	62.677
Morocco	Africa	1992	65.393
Morocco	Africa	1997	67.66
Morocco	Africa	2002	69.615
Morocco	Africa	2007	71.164
Mozambique	Africa	1952	31.286
Mozambique	Africa	1957	33.779
Mozambique	Africa	1962	36.161
Mozambique	Africa	1967	38.113
Mozambique	Africa	1972	40.328
Mozambique	Africa	1977	42.495
Mozambique	Africa	1982	42.795
Mozambique	Africa	1987	42.861
Mozambique	Africa	1992	44.284
Mozambique	Africa	1997	46.344
Mozambique	Africa	2002	44.026
Mozambique	Africa	2007	42.082
Myanmar	Asia	1952	36.319
Myanmar	Asia	1957	41.905
Myanmar	Asia	1962	45.108
Myanmar	Asia	1967	49.379
Myanmar	Asia	1972	53.07
Myanmar	Asia	1977	56.059
Myanmar	Asia	1982	58.056
Myanmar	Asia	1987	58.339
Myanmar	Asia	1992	59.32
Myanmar	Asia	1997	60.328
Myanmar	Asia	2002	59.908
Myanmar	Asia	2007	62.069
Namibia	Africa	1952	41.725
Namibia	Africa	1957	45.226
Namibia	Africa	1962	48.386
Namibia	Africa	1967	51.159
Namibia	Africa	1972	53.867
Namibia	Africa	1977	56.437
Namibia	Africa	1982	58.968
Namibia	Africa	1987	60.835
Namibia	Africa	1992	61.999
Namibia	Africa	1997	58.909
Namibia	Africa	2002	51.479
Namibia	Africa	2007	52.906
Nepal	Asia	1952	36.157
Nepal	Asia	1957	37.686
Nepal	Asia	1962	39.393
Nepal	Asia	1967	41.472
Nepal	Asia	1972	43.971
Nepal	Asia	1977	46.748
Nepal	Asia	1982	49.594
Nepal	Asia	1987	52.537
Nepal	Asia	1992	55.727
Nepal	Asia	1997	59.426
Nepal	Asia	2002	61.34
Nepal	Asia	2007	63.785
Netherlands	Europe	1950	71.45
Netherlands	Europe	1951	71.51
Netherlands	Europe	1952	72.13
Netherlands	Europe	1953	71.71
Netherlands	Europe	1954	72.4
Netherlands	Europe	1955	72.52
Netherlands	Europe	1956	72.54
Netherlands	Europe	1957	72.99
Netherlands	Europe	1958	73.15
Netherlands	Europe	1959	73.19
Netherlands	Europe	1960	73.37
Netherlands	Europe	1961	73.56
Netherlands	Europe	1962	73.23
Netherlands	Europe	1963	73.35
Netherlands	Europe	1964	73.73
Netherlands	Europe	1965	73.6
Netherlands	Europe	1966	73.55
Netherlands	Europe	1967	73.82
Netherlands	Europe	1968	73.63
Netherlands	Europe	1969	73.54
Netherlands	Europe	1970	73.6
Netherlands	Europe	1971	73.84
Netherlands	Europe	1972	73.75
Netherlands	Europe	1973	74.2
Netherlands	Europe	1974	74.59
Netherlands	Europe	1975	74.52
Netherlands	Europe	1976	74.65
Netherlands	Europe	1977	75.24
Netherlands	Europe	1978	75.15
Netherlands	Europe	1979	75.63
Netherlands	Europe	1980	75.76
Netherlands	Europe	1981	75.97
Netherlands	Europe	1982	76.05
Netherlands	Europe	1983	76.25
Netherlands	Europe	1984	76.32
Netherlands	Europe	1985	76.38
Netherlands	Europe	1986	76.36
Netherlands	Europe	1987	76.83
Netherlands	Europe	1988	77.03
Netherlands	Europe	1989	76.87
Netherlands	Europe	1990	77.05
Netherlands	Europe	1991	77.21
Netherlands	Europe	1992	77.42
Netherlands	Europe	1993	77.11
Netherlands	Europe	1994	77.6
Netherlands	Europe	1995	77.64
Netherlands	Europe	1996	77.65
Netherlands	Europe	1997	78.03
Netherlands	Europe	1998	78.12
Netherlands	Europe	1999	78.07
Netherlands	Europe	2000	78.24
Netherlands	Europe	2001	78.45
Netherlands	Europe	2002	78.53
Netherlands	Europe	2003	78.79
Netherlands	Europe	2004	79.38
Netherlands	Europe	2005	79.65
Netherlands	Europe	2006	80
Netherlands	Europe	2007	79.762
Netherlands Antilles	NA	1952	60.47
Netherlands Antilles	NA	1957	64.41
Netherlands Antilles	NA	1962	66.6
Netherlands Antilles	NA	1967	68.3
Netherlands Antilles	NA	1972	70.4
Netherlands Antilles	NA	1977	72.12
Netherlands Antilles	NA	1982	73.75
Netherlands Antilles	NA	1987	74.5
Netherlands Antilles	NA	1992	74.468
Netherlands Antilles	NA	1997	74.579
Netherlands Antilles	NA	2002	74.996
Netherlands Antilles	NA	2007	75.112
New Caledonia	NA	1952	51.35
New Caledonia	NA	1957	52.8
New Caledonia	NA	1962	58.18
New Caledonia	NA	1967	60.18
New Caledonia	NA	1972	61.2
New Caledonia	NA	1977	65.75
New Caledonia	NA	1982	68.35
New Caledonia	NA	1987	69.98
New Caledonia	NA	1992	71.48
New Caledonia	NA	1997	72.723
New Caledonia	NA	2002	75.082
New Caledonia	NA	2007	76.058
New Zealand	Oceania	1950	69.29
New Zealand	Oceania	1951	69.16
New Zealand	Oceania	1952	69.39
New Zealand	Oceania	1953	70.24
New Zealand	Oceania	1954	70.35
New Zealand	Oceania	1955	70.48
New Zealand	Oceania	1956	70.74
New Zealand	Oceania	1957	70.26
New Zealand	Oceania	1958	70.89
New Zealand	Oceania	1959	70.8
New Zealand	Oceania	1960	71.26
New Zealand	Oceania	1961	70.98
New Zealand	Oceania	1962	71.24
New Zealand	Oceania	1963	71.31
New Zealand	Oceania	1964	71.35
New Zealand	Oceania	1965	71.28
New Zealand	Oceania	1966	71.14
New Zealand	Oceania	1967	71.52
New Zealand	Oceania	1968	71.18
New Zealand	Oceania	1969	71.55
New Zealand	Oceania	1970	71.33
New Zealand	Oceania	1971	71.78
New Zealand	Oceania	1972	71.89
New Zealand	Oceania	1973	71.75
New Zealand	Oceania	1974	72
New Zealand	Oceania	1975	72.27
New Zealand	Oceania	1976	72.47
New Zealand	Oceania	1977	72.22
New Zealand	Oceania	1978	73.11
New Zealand	Oceania	1979	73.15
New Zealand	Oceania	1980	72.95
New Zealand	Oceania	1981	73.74
New Zealand	Oceania	1982	73.84
New Zealand	Oceania	1983	73.94
New Zealand	Oceania	1984	74.49
New Zealand	Oceania	1985	73.99
New Zealand	Oceania	1986	74.24
New Zealand	Oceania	1987	74.32
New Zealand	Oceania	1988	74.6
New Zealand	Oceania	1989	75.01
New Zealand	Oceania	1990	75.56
New Zealand	Oceania	1991	76.2
New Zealand	Oceania	1992	76.33
New Zealand	Oceania	1993	76.62
New Zealand	Oceania	1994	77.07
New Zealand	Oceania	1995	76.94
New Zealand	Oceania	1996	76.98
New Zealand	Oceania	1997	77.55
New Zealand	Oceania	1998	78.37
New Zealand	Oceania	1999	78.14
New Zealand	Oceania	2000	78.9
New Zealand	Oceania	2001	78.91
New Zealand	Oceania	2002	79.11
New Zealand	Oceania	2003	79.41
New Zealand	Oceania	2007	80.204
Nicaragua	Americas	1952	42.314
Nicaragua	Americas	1957	45.432
Nicaragua	Americas	1962	48.632
Nicaragua	Americas	1967	51.884
Nicaragua	Americas	1972	55.151
Nicaragua	Americas	1977	57.47
Nicaragua	Americas	1982	59.298
Nicaragua	Americas	1987	62.008
Nicaragua	Americas	1992	65.843
Nicaragua	Americas	1997	68.426
Nicaragua	Americas	2002	70.836
Nicaragua	Americas	2007	72.899
Niger	Africa	1952	37.444
Niger	Africa	1957	38.598
Niger	Africa	1962	39.487
Niger	Africa	1967	40.118
Niger	Africa	1972	40.546
Niger	Africa	1977	41.291
Niger	Africa	1982	42.598
Niger	Africa	1987	44.555
Niger	Africa	1992	47.391
Niger	Africa	1997	51.313
Niger	Africa	2002	54.496
Niger	Africa	2007	56.867
Nigeria	Africa	1952	36.324
Nigeria	Africa	1957	37.802
Nigeria	Africa	1962	39.36
Nigeria	Africa	1967	41.04
Nigeria	Africa	1972	42.821
Nigeria	Africa	1977	44.514
Nigeria	Africa	1982	45.826
Nigeria	Africa	1987	46.886
Nigeria	Africa	1992	47.472
Nigeria	Africa	1997	47.464
Nigeria	Africa	2002	46.608
Nigeria	Africa	2007	46.859
Norway	Europe	1950	71.6
Norway	Europe	1951	72.54
Norway	Europe	1952	72.67
Norway	Europe	1953	73.15
Norway	Europe	1954	73.23
Norway	Europe	1955	73.44
Norway	Europe	1956	73.49
Norway	Europe	1957	73.44
Norway	Europe	1958	73.43
Norway	Europe	1959	73.56
Norway	Europe	1960	73.58
Norway	Europe	1961	73.59
Norway	Europe	1962	73.47
Norway	Europe	1963	73.11
Norway	Europe	1964	73.61
Norway	Europe	1965	73.73
Norway	Europe	1966	74.01
Norway	Europe	1967	74.08
Norway	Europe	1968	73.96
Norway	Europe	1969	73.67
Norway	Europe	1970	74.08
Norway	Europe	1971	74.18
Norway	Europe	1972	74.34
Norway	Europe	1973	74.43
Norway	Europe	1974	74.75
Norway	Europe	1975	74.8
Norway	Europe	1976	75.03
Norway	Europe	1977	75.37
Norway	Europe	1978	75.4
Norway	Europe	1979	75.39
Norway	Europe	1980	75.65
Norway	Europe	1981	75.84
Norway	Europe	1982	75.97
Norway	Europe	1983	76.03
Norway	Europe	1984	76.19
Norway	Europe	1985	75.9
Norway	Europe	1986	76.04
Norway	Europe	1987	75.89
Norway	Europe	1988	75.99
Norway	Europe	1989	76.33
Norway	Europe	1990	76.41
Norway	Europe	1991	76.93
Norway	Europe	1992	77.32
Norway	Europe	1993	77.28
Norway	Europe	1994	77.86
Norway	Europe	1995	77.89
Norway	Europe	1996	78.32
Norway	Europe	1997	78.32
Norway	Europe	1998	78.49
Norway	Europe	1999	78.47
Norway	Europe	2000	78.76
Norway	Europe	2001	78.98
Norway	Europe	2002	79.05
Norway	Europe	2003	79.61
Norway	Europe	2004	80.06
Norway	Europe	2005	80.29
Norway	Europe	2006	80.55
Norway	Europe	2007	80.196
Oman	Asia	1952	37.578
Oman	Asia	1957	40.08
Oman	Asia	1962	43.165
Oman	Asia	1967	46.988
Oman	Asia	1972	52.143
Oman	Asia	1977	57.367
Oman	Asia	1982	62.728
Oman	Asia	1987	67.734
Oman	Asia	1992	71.197
Oman	Asia	1997	72.499
Oman	Asia	2002	74.193
Oman	Asia	2007	75.64
Pakistan	Asia	1952	43.436
Pakistan	Asia	1957	45.557
Pakistan	Asia	1962	47.67
